chapter,code,codeTitle,noteType,noteText,referencedCodes,referencedCategories
1,A38,Scarlet fever,excludes2,streptococcal sore throat (J02.0),J02.0,J02
1,A41,Other sepsis,excludes2,sepsis (due to) (in) actinomycotic (A42.7),A42.7,A42
1,A41,Other sepsis,excludes2,sepsis (due to) (in) anthrax (A22.7),A22.7,A22
1,A41,Other sepsis,excludes2,sepsis (due to) (in) candidal (B37.7),B37.7,B37
1,A41,Other sepsis,excludes2,sepsis (due to) (in) Erysipelothrix (A26.7),A26.7,A26
1,A41,Other sepsis,excludes2,sepsis (due to) (in) extraintestinal yersiniosis (A28.2),A28.2,A28
1,A41,Other sepsis,excludes2,sepsis (due to) (in) gonococcal (A54.86),A54.86,A54
1,A41,Other sepsis,excludes2,sepsis (due to) (in) herpesviral (B00.7),B00.7,B00
1,A41,Other sepsis,excludes2,sepsis (due to) (in) listerial (A32.7),A32.7,A32
1,A41,Other sepsis,excludes2,sepsis (due to) (in) melioidosis (A24.1),A24.1,A24
1,A41,Other sepsis,excludes2,sepsis (due to) (in) meningococcal (A39.2-A39.4),A39.2-A39.4,A39
1,A41,Other sepsis,excludes2,sepsis (due to) (in) plague (A20.7),A20.7,A20
1,A41,Other sepsis,excludes2,sepsis (due to) (in) tularemia (A21.7),A21.7,A21
1,A41,Other sepsis,excludes2,toxic shock syndrome (A48.3),A48.3,A48
1,A49,Bacterial infection of unspecified site,excludes2,chlamydial infection NOS (A74.9),A74.9,A74
1,Block A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),excludes2,human immunodeficiency virus [HIV] disease (B20),B20,B20
1,A54.42,Gonococcal arthritis,excludes2,gonococcal infection of spine (A54.41),A54.41,A54
1,A54.43,Gonococcal osteomyelitis,excludes2,gonococcal infection of spine (A54.41),A54.41,A54
1,A56,Other sexually transmitted chlamydial diseases,excludes2,chlamydial lymphogranuloma (A55),A55,A55
1,A56,Other sexually transmitted chlamydial diseases,excludes2,conditions classified to A74.-,,
1,A59,Trichomoniasis,excludes2,intestinal trichomoniasis (A07.8),A07.8,A07
1,A63,"Other predominantly sexually transmitted diseases, not elsewhere classified",excludes2,molluscum contagiosum (B08.1),B08.1,B08
1,A63,"Other predominantly sexually transmitted diseases, not elsewhere classified",excludes2,papilloma of cervix (D26.0),D26.0,D26
1,Block A65-A69,Other spirochetal diseases (A65-A69),excludes2,leptospirosis (A27.-),A27.-,A27
1,Block A65-A69,Other spirochetal diseases (A65-A69),excludes2,syphilis (A50-A53),A50-A53,A50
1,A68,Relapsing fevers,excludes2,Lyme disease (A69.2-),A69.2-,A69
1,A74,Other diseases caused by chlamydiae,excludes2,chlamydial pneumonia (J16.0),J16.0,J16
1,A83,Mosquito-borne viral encephalitis,excludes2,Venezuelan equine encephalitis (A92.2),A92.2,A92
1,A83,Mosquito-borne viral encephalitis,excludes2,West Nile fever (A92.3-),A92.3-,A92
1,A83,Mosquito-borne viral encephalitis,excludes2,West Nile virus (A92.3-),A92.3-,A92
1,B00,Herpesviral [herpes simplex] infections,excludes2,anogenital herpesviral infection (A60.-),A60.-,A60
1,B00,Herpesviral [herpes simplex] infections,excludes2,gammaherpesviral mononucleosis (B27.0-),B27.0-,B27
1,B00,Herpesviral [herpes simplex] infections,excludes2,herpangina (B08.5),B08.5,B08
1,B07,Viral warts,excludes2,anogenital (venereal) warts (A63.0),A63.0,A63
1,B07,Viral warts,excludes2,papilloma of bladder (D41.4),D41.4,D41
1,B07,Viral warts,excludes2,papilloma of cervix (D26.0),D26.0,D26
1,B07,Viral warts,excludes2,papilloma larynx (D14.1),D14.1,D14
1,B08.0,Other orthopoxvirus infections,excludes2,monkeypox (B04),B04,B04
1,B10,Other human herpesviruses,excludes2,cytomegalovirus (B25.9),B25.9,B25
1,B10,Other human herpesviruses,excludes2,Epstein-Barr virus (B27.0-),B27.0-,B27
1,B10,Other human herpesviruses,excludes2,herpes NOS (B00.9),B00.9,B00
1,B10,Other human herpesviruses,excludes2,herpes simplex (B00.-),B00.-,B00
1,B10,Other human herpesviruses,excludes2,herpes zoster (B02.-),B02.-,B02
1,B10,Other human herpesviruses,excludes2,human herpesvirus NOS (B00.-),B00.-,B00
1,B10,Other human herpesviruses,excludes2,human herpesvirus 1 and 2 (B00.-),B00.-,B00
1,B10,Other human herpesviruses,excludes2,"human herpesvirus 3 (B01.-, B02.-)",B01.-; B02.-,B01; B02
1,B10,Other human herpesviruses,excludes2,human herpesvirus 4 (B27.0-),B27.0-,B27
1,B10,Other human herpesviruses,excludes2,human herpesvirus 5 (B25.-),B25.-,B25
1,B10,Other human herpesviruses,excludes2,varicella (B01.-),B01.-,B01
1,B10,Other human herpesviruses,excludes2,zoster (B02.-),B02.-,B02
1,B10.0,Other human herpesvirus encephalitis,excludes2,herpes encephalitis NOS (B00.4),B00.4,B00
1,B10.0,Other human herpesvirus encephalitis,excludes2,herpes simplex encephalitis (B00.4),B00.4,B00
1,B10.0,Other human herpesvirus encephalitis,excludes2,human herpesvirus encephalitis (B00.4),B00.4,B00
1,B10.0,Other human herpesvirus encephalitis,excludes2,simian B herpes virus encephalitis (B00.4),B00.4,B00
1,Block B15-B19,Viral hepatitis (B15-B19),excludes2,cytomegaloviral hepatitis (B25.1),B25.1,B25
1,Block B15-B19,Viral hepatitis (B15-B19),excludes2,herpesviral [herpes simplex] hepatitis (B00.81),B00.81,B00
1,Block B35-B49,Mycoses (B35-B49),excludes2,hypersensitivity pneumonitis due to organic dust (J67.-),J67.-,J67
1,Block B35-B49,Mycoses (B35-B49),excludes2,mycosis fungoides (C84.0-),C84.0-,C84
1,B37.2,Candidiasis of skin and nail,excludes2,diaper dermatitis (L22),L22,L22
1,B47,Mycetoma,excludes2,pulmonary mycetoma (J4B),J4B,J4B
1,B70.0,Diphyllobothriasis,excludes2,larval diphyllobothriasis (B70.1),B70.1,B70
1,B74,Filariasis,excludes2,onchocerciasis (B73),B73,B73
1,B74,Filariasis,excludes2,tropical (pulmonary) eosinophilia NOS (J82.89),J82.89,J82
1,B81.1,Intestinal capillariasis,excludes2,hepatic capillariasis (B83.8),B83.8,B83
1,B83,Other helminthiases,excludes2,intestinal capillariasis (B81.1),B81.1,B81
1,B83.2,Angiostrongyliasis due to Parastrongylus cantonensis,excludes2,intestinal angiostrongyliasis (B81.3),B81.3,B81
1,B83.4,Internal hirudiniasis,excludes2,external hirudiniasis (B88.3),B88.3,B88
1,B88.0,Other acariasis,excludes2,scabies (B86),B86,B86
1,B88.3,External hirudiniasis,excludes2,internal hirudiniasis (B83.4),B83.4,B83
1,B90.8,Sequelae of tuberculosis of other organs,excludes2,sequelae of respiratory tuberculosis (B90.9),B90.9,B90
1,B94.9,Sequelae of unspecified infectious and parasitic disease,excludes2,post COVID-19 condition (U09.9),U09.9,U09
2,C02.0,Malignant neoplasm of dorsal surface of tongue,excludes2,malignant neoplasm of dorsal surface of base of tongue (C01),C01,C01
2,C02.4,Malignant neoplasm of lingual tonsil,excludes2,malignant neoplasm of tonsil NOS (C09.9),C09.9,C09
2,C03,Malignant neoplasm of gum,excludes2,malignant odontogenic neoplasms (C41.0-C41.1),C41.0-C41.1,C41
2,C05.1,Malignant neoplasm of soft palate,excludes2,malignant neoplasm of nasopharyngeal surface of soft palate (C11.3),C11.3,C11
2,C08,Malignant neoplasm of other and unspecified major salivary glands,excludes2,malignant neoplasms of minor salivary glands NOS (C06.9),C06.9,C06
2,C08,Malignant neoplasm of other and unspecified major salivary glands,excludes2,malignant neoplasm of parotid gland (C07),C07,C07
2,C09,Malignant neoplasm of tonsil,excludes2,malignant neoplasm of lingual tonsil (C02.4),C02.4,C02
2,C09,Malignant neoplasm of tonsil,excludes2,malignant neoplasm of pharyngeal tonsil (C11.1),C11.1,C11
2,C10,Malignant neoplasm of oropharynx,excludes2,malignant neoplasm of tonsil (C09.-),C09.-,C09
2,C10.1,Malignant neoplasm of anterior surface of epiglottis,excludes2,malignant neoplasm of epiglottis (suprahyoid portion) NOS (C32.1),C32.1,C32
2,C13,Malignant neoplasm of hypopharynx,excludes2,malignant neoplasm of pyriform sinus (C12),C12,C12
2,C13.1,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect",excludes2,"malignant neoplasm of aryepiglottic fold or interarytenoid fold, laryngeal aspect (C32.1)",C32.1,C32
2,Block C15-C26,Malignant neoplasms of digestive organs (C15-C26),excludes2,gastrointestinal stromal tumors (C49.A-),C49.A-,C49
2,C16,Malignant neoplasm of stomach,excludes2,malignant carcinoid tumor of the stomach (C7A.092),C7A.092,C7A
2,C21,Malignant neoplasm of anus and anal canal,excludes2,malignant carcinoid tumors of the colon (C7A.02-),C7A.02-,C7A
2,C21,Malignant neoplasm of anus and anal canal,excludes2,malignant melanoma of anal margin (C43.51),C43.51,C43
2,C21,Malignant neoplasm of anus and anal canal,excludes2,malignant melanoma of anal skin (C43.51),C43.51,C43
2,C21,Malignant neoplasm of anus and anal canal,excludes2,malignant melanoma of perianal skin (C43.51),C43.51,C43
2,C21,Malignant neoplasm of anus and anal canal,excludes2,"other and unspecified malignant neoplasm of anal margin (C44.500, C44.510, C44.520, C44.590)",C44.500; C44.510; C44.520; C44.590,C44
2,C21,Malignant neoplasm of anus and anal canal,excludes2,"other and unspecified malignant neoplasm of anal skin (C44.500, C44.510, C44.520, C44.590)",C44.500; C44.510; C44.520; C44.590,C44
2,C21,Malignant neoplasm of anus and anal canal,excludes2,"other and unspecified malignant neoplasm of perianal skin (C44.500, C44.510, C44.520, C44.590)",C44.500; C44.510; C44.520; C44.590,C44
2,C32.1,Malignant neoplasm of supraglottis,excludes2,malignant neoplasm of anterior surface of epiglottis (C10.1),C10.1,C10
2,C32.1,Malignant neoplasm of supraglottis,excludes2,"malignant neoplasm of aryepiglottic fold or interarytenoid fold, hypopharyngeal aspect (C13.1)",C13.1,C13
2,C32.1,Malignant neoplasm of supraglottis,excludes2,"malignant neoplasm of aryepiglottic fold or interarytenoid fold, marginal zone (C13.1)",C13.1,C13
2,C32.1,Malignant neoplasm of supraglottis,excludes2,malignant neoplasm of aryepiglottic fold or interarytenoid fold NOS (C13.1),C13.1,C13
2,C41.0,Malignant neoplasm of bones of skull and face,excludes2,"carcinoma, any type except intraosseous or odontogenic of:",,
2,C41.0,Malignant neoplasm of bones of skull and face,excludes2,maxillary sinus (C31.0),C31.0,C31
2,C41.0,Malignant neoplasm of bones of skull and face,excludes2,upper jaw (C03.0),C03.0,C03
2,C41.0,Malignant neoplasm of bones of skull and face,excludes2,malignant neoplasm of jaw bone (lower) (C41.1),C41.1,C41
2,C41.1,Malignant neoplasm of mandible,excludes2,"carcinoma, any type except intraosseous or odontogenic of:",,
2,C41.1,Malignant neoplasm of mandible,excludes2,jaw NOS (C03.9),C03.9,C03
2,C41.1,Malignant neoplasm of mandible,excludes2,lower (C03.1),C03.1,C03
2,C41.1,Malignant neoplasm of mandible,excludes2,malignant neoplasm of upper jaw bone (C41.0),C41.0,C41
2,C43,Malignant melanoma of skin,excludes2,"malignant melanoma of skin of genital organs (C51-C52, C60.-, C63.-)",C51-C52; C60.-; C63.-,C51; C60; C63
2,C43,Malignant melanoma of skin,excludes2,Merkel cell carcinoma (C4A.-),C4A.-,C4A
2,C43,Malignant melanoma of skin,excludes2,sites other than skin-code to malignant neoplasm of the site,,
2,C43.5,Malignant melanoma of trunk,excludes2,malignant neoplasm of anus NOS (C21.0),C21.0,C21
2,C43.5,Malignant melanoma of trunk,excludes2,malignant neoplasm of scrotum (C63.2),C63.2,C63
2,C4A.5,Merkel cell carcinoma of trunk,excludes2,malignant neoplasm of anus NOS (C21.0),C21.0,C21
2,C4A.5,Merkel cell carcinoma of trunk,excludes2,malignant neoplasm of scrotum (C63.2),C63.2,C63
2,C46.1,Kaposi's sarcoma of soft tissue,excludes2,Kaposi's sarcoma of lymph glands and nodes (C46.3),C46.3,C46
2,C49,Malignant neoplasm of other connective and soft tissue,excludes2,Kaposi's sarcoma of soft tissue (C46.1),C46.1,C46
2,C49,Malignant neoplasm of other connective and soft tissue,excludes2,malignant neoplasm of heart (C38.0),C38.0,C38
2,C49,Malignant neoplasm of other connective and soft tissue,excludes2,malignant neoplasm of peripheral nerves and autonomic nervous system (C47.-),C47.-,C47
2,C49,Malignant neoplasm of other connective and soft tissue,excludes2,malignant neoplasm of peritoneum (C48.2),C48.2,C48
2,C49,Malignant neoplasm of other connective and soft tissue,excludes2,malignant neoplasm of retroperitoneum (C48.0),C48.0,C48
2,C49,Malignant neoplasm of other connective and soft tissue,excludes2,malignant neoplasm of uterine ligament (C57.3),C57.3,C57
2,C49,Malignant neoplasm of other connective and soft tissue,excludes2,mesothelioma (C45.-),C45.-,C45
2,C7A,Malignant neuroendocrine tumors,excludes2,malignant pancreatic islet cell tumors (C25.4),C25.4,C25
2,C7A,Malignant neuroendocrine tumors,excludes2,Merkel cell carcinoma (C4A.-),C4A.-,C4A
2,C78,Secondary malignant neoplasm of respiratory and digestive organs,excludes2,lymph node metastases (C77.0),C77.0,C77
2,C79.11,Secondary malignant neoplasm of bladder,excludes2,lymph node metastases (C77.0),C77.0,C77
2,Block C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)",excludes2,Kaposi's sarcoma of lymph nodes (C46.3),C46.3,C46
2,Block C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)",excludes2,secondary and unspecified neoplasm of lymph nodes (C77.-),C77.-,C77
2,Block C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)",excludes2,secondary neoplasm of bone marrow (C79.52),C79.52,C79
2,Block C81-C96,"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)",excludes2,secondary neoplasm of spleen (C78.89),C78.89,C78
2,D04.0,Carcinoma in situ of skin of lip,excludes2,carcinoma in situ of vermilion border of lip (D00.01),D00.01,D00
2,D12,"Benign neoplasm of colon, rectum, anus and anal canal",excludes2,benign carcinoid tumors of the large intestine and rectum (D3A.02-),D3A.02-,D3A
2,D12,"Benign neoplasm of colon, rectum, anus and anal canal",excludes2,polyp of colon NOS (K63.5),K63.5,K63
2,D12.6,"Benign neoplasm of colon, unspecified",excludes2,inflammatory polyp of colon (K51.4-),K51.4-,K51
2,D16.4,Benign neoplasm of bones of skull and face,excludes2,benign neoplasm of lower jaw bone (D16.5),D16.5,D16
2,D18,"Hemangioma and lymphangioma, any site",excludes2,benign neoplasm of glomus jugulare (D35.6),D35.6,D35
2,D18,"Hemangioma and lymphangioma, any site",excludes2,blue or pigmented nevus (D22.-),D22.-,D22
2,D18,"Hemangioma and lymphangioma, any site",excludes2,nevus NOS (D22.-),D22.-,D22
2,D18,"Hemangioma and lymphangioma, any site",excludes2,vascular nevus (Q82.5),Q82.5,Q82
2,D23,Other benign neoplasms of skin,excludes2,melanocytic nevi (D22.-),D22.-,D22
2,D24,Benign neoplasm of breast,excludes2,adenofibrosis of breast (N60.2),N60.2,N60
2,D24,Benign neoplasm of breast,excludes2,benign cyst of breast (N60.-),N60.-,N60
2,D24,Benign neoplasm of breast,excludes2,benign mammary dysplasia (N60.-),N60.-,N60
2,D24,Benign neoplasm of breast,excludes2,"benign neoplasm of skin of breast (D22.5, D23.5)",D22.5; D23.5,D22; D23
2,D24,Benign neoplasm of breast,excludes2,fibrocystic disease of breast (N60.-),N60.-,N60
2,D27,Benign neoplasm of ovary,excludes2,corpus albicans cyst (N83.2-),N83.2-,N83
2,D27,Benign neoplasm of ovary,excludes2,corpus luteum cyst (N83.1-),N83.1-,N83
2,D27,Benign neoplasm of ovary,excludes2,endometrial cyst (N80.1-),N80.1-,N80
2,D27,Benign neoplasm of ovary,excludes2,follicular (atretic) cyst (N83.0-),N83.0-,N83
2,D27,Benign neoplasm of ovary,excludes2,graafian follicle cyst (N83.0-),N83.0-,N83
2,D27,Benign neoplasm of ovary,excludes2,ovarian cyst NEC (N83.2-),N83.2-,N83
2,D27,Benign neoplasm of ovary,excludes2,ovarian retention cyst (N83.2-),N83.2-,N83
2,D3A,Benign neuroendocrine tumors,excludes2,benign pancreatic islet cell tumors (D13.7),D13.7,D13
2,D46,Myelodysplastic syndromes,excludes2,drug-induced aplastic anemia (D61.1),D61.1,D61
2,D47.3,Essential (hemorrhagic) thrombocythemia,excludes2,reactive thrombocytosis (D75.838),D75.838,D75
2,D47.3,Essential (hemorrhagic) thrombocythemia,excludes2,secondary thrombocytosis (D75.838),D75.838,D75
2,D47.3,Essential (hemorrhagic) thrombocythemia,excludes2,thrombocythemia NOS (D75.839),D75.839,D75
2,D47.3,Essential (hemorrhagic) thrombocythemia,excludes2,thrombocytosis NOS (D75.839),D75.839,D75
2,D47.Z2,Castleman disease,excludes2,Kaposi's sarcoma (C46.-),C46.-,C46
2,D49,Neoplasms of unspecified behavior,excludes2,"neoplasms of uncertain behavior (D37-D44, D48)",D37-D44; D48,D37; D48
3,Chapter 3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,excludes2,autoimmune disease (systemic) NOS (M35.9),M35.9,M35
3,Chapter 3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,excludes2,certain conditions originating in the perinatal period (P00-P96),P00-P96,P00
3,Chapter 3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,excludes2,"complications of pregnancy, childbirth and the puerperium (O00-O9A)",O00-O9A,O00
3,Chapter 3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,excludes2,"congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q00-Q99,Q00
3,Chapter 3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,excludes2,"endocrine, nutritional and metabolic diseases (E00-E88)",E00-E88,E00
3,Chapter 3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,excludes2,human immunodeficiency virus [HIV] disease (B20),B20,B20
3,Chapter 3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,excludes2,"injury, poisoning and certain other consequences of external causes (S00-T88)",S00-T88,S00
3,Chapter 3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,excludes2,neoplasms (C00-D49),C00-D49,C00
3,Chapter 3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,excludes2,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R94)",R00-R94,R00
3,D51,Vitamin B12 deficiency anemia,excludes2,deficiency of other B group vitamins (E53-),E53-,E53
3,D53.8,Other specified nutritional anemias,excludes2,"nutritional deficiencies without anemia, such as:",,
3,D53.8,Other specified nutritional anemias,excludes2,copper deficiency NOS (E61.0),E61.0,E61
3,D53.8,Other specified nutritional anemias,excludes2,molybdenum deficiency NOS (E61.5),E61.5,E61
3,D53.8,Other specified nutritional anemias,excludes2,zinc deficiency NOS (E60),E60,E60
3,D59.1,Other autoimmune hemolytic anemias,excludes2,Evans syndrome (D69.41),D69.41,D69
3,D59.1,Other autoimmune hemolytic anemias,excludes2,hemolytic disease of newborn (P55.-),P55.-,P55
3,D59.1,Other autoimmune hemolytic anemias,excludes2,paroxysmal cold hemoglobinuria (D59.6),D59.6,D59
3,D61,Other aplastic anemias and other bone marrow failure syndromes,excludes2,neutropenia (D70.-),D70.-,D70
3,D61.81,Pancytopenia,excludes2,pancytopenia (due to) (with) myelodysplastic syndromes (D46.-),D46.-,D46
3,D61.810,Antineoplastic chemotherapy induced pancytopenia,excludes2,aplastic anemia due to antineoplastic chemotherapy (D61.1),D61.1,D61
3,D61.811,Other drug-induced pancytopenia,excludes2,aplastic anemia due to drugs (D61.1),D61.1,D61
3,D63.0,Anemia in neoplastic disease,excludes2,anemia due to antineoplastic chemotherapy (D64.81),D64.81,D64
3,D64.81,Anemia due to antineoplastic chemotherapy,excludes2,anemia in neoplastic disease (D63.0),D63.0,D63
3,D64.81,Anemia due to antineoplastic chemotherapy,excludes2,aplastic anemia due to antineoplastic chemotherapy (D61.1),D61.1,D61
3,D65,Disseminated intravascular coagulation [defibrination syndrome],excludes2,disseminated intravascular coagulation (complicating):,,
3,D65,Disseminated intravascular coagulation [defibrination syndrome],excludes2,"abortion or ectopic or molar pregnancy (O00-O07, O08.1)",O00-O07; O08.1,O00; O08
3,D68,Other coagulation defects,excludes2,"coagulation defects complicating abortion or ectopic or molar pregnancy (O00-O07, O08.1)",O00-O07; O08.1,O00; O08
3,D68,Other coagulation defects,excludes2,"coagulation defects complicating pregnancy, childbirth and the puerperium (O45.0, O46.0, O67.0, O72.3)",O45.0; O46.0; O67.0; O72.3,O45; O46; O67; O72
3,D68.312,Antiphospholipid antibody with hemorrhagic disorder,excludes2,antiphospholipid antibody syndrome (D68.61),D68.61,D68
3,D68.312,Antiphospholipid antibody with hemorrhagic disorder,excludes2,antiphospholipid antibody with hypercoagulable state (D68.61),D68.61,D68
3,D68.312,Antiphospholipid antibody with hemorrhagic disorder,excludes2,lupus anticoagulant (LAC) with hypercoagulable state (D68.62),D68.62,D68
3,D68.312,Antiphospholipid antibody with hemorrhagic disorder,excludes2,systemic lupus erythematosus [SLE] inhibitor with hypercoagulable state (D68.62),D68.62,D68
3,D68.61,Antiphospholipid syndrome,excludes2,anti-phospholipid antibody with hemorrhagic disorder (D68.312),D68.312,D68
3,D68.61,Antiphospholipid syndrome,excludes2,lupus anticoagulant syndrome (D68.62),D68.62,D68
3,D68.62,Lupus anticoagulant syndrome,excludes2,anticardiolipin syndrome (D68.61),D68.61,D68
3,D68.62,Lupus anticoagulant syndrome,excludes2,antiphospholipid syndrome (D68.61),D68.61,D68
3,D68.62,Lupus anticoagulant syndrome,excludes2,lupus anticoagulant (LAC) with hemorrhagic disorder (D68.312),D68.312,D68
3,D69.1,Qualitative platelet defects,excludes2,von Willebrand disease (D68.0-),D68.0-,D68
3,D72,Other disorders of white blood cells,excludes2,neutropenia (D70),D70,D70
3,D72.1,Eosinophilia,excludes2,Löffler's syndrome (J82.89),J82.89,J82
3,D72.1,Eosinophilia,excludes2,pulmonary eosinophilia (J82.-),J82.-,J82
3,D72.81,Decreased white blood cell count,excludes2,neutropenia (D70),D70,D70
3,D75,Other and unspecified diseases of blood and blood-forming organs,excludes2,acute lymphadenitis (L04.-),L04.-,L04
3,D75,Other and unspecified diseases of blood and blood-forming organs,excludes2,chronic lymphadenitis (I88.1),I88.1,I88
3,D75,Other and unspecified diseases of blood and blood-forming organs,excludes2,enlarged lymph nodes (R59.-),R59.-,R59
3,D75,Other and unspecified diseases of blood and blood-forming organs,excludes2,hypergammaglobulinemia NOS (D89.2),D89.2,D89
3,D75,Other and unspecified diseases of blood and blood-forming organs,excludes2,lymphadenitis NOS (I88.9),I88.9,I88
3,D75,Other and unspecified diseases of blood and blood-forming organs,excludes2,mesenteric lymphadenitis (acute) (chronic) (I88.0),I88.0,I88
3,D75.83,Thrombocytosis,excludes2,essential thrombocythemia (D47.3),D47.3,D47
3,Block D80-D89,Certain disorders involving the immune mechanism (D80-D89),excludes2,human immunodeficiency virus [HIV] disease (B20),B20,B20
3,D89,"Other disorders involving the immune mechanism, not elsewhere classified",excludes2,transplant failure and rejection (T86.-),T86.-,T86
4,E21,Hyperparathyroidism and other disorders of parathyroid gland,excludes2,familial hypocalciuric hypercalcemia (E83.52),E83.52,E83
4,E21.2,Other hyperparathyroidism,excludes2,familial hypocalciuric hypercalcemia (E83.52),E83.52,E83
4,E34.8,Other specified endocrine disorders,excludes2,pseudohypoparathyroidism (E20.1),E20.1,E20
4,E36,Intraoperative complications of endocrine system,excludes2,"postprocedural endocrine and metabolic complications and disorders, not elsewhere classified (E89.-)",E89.-,E89
4,Block E40-E46,Malnutrition (E40-E46),excludes2,nutritional anemias (D50-D53),D50-D53,D50
4,Block E40-E46,Malnutrition (E40-E46),excludes2,starvation (T73.0),T73.0,T73
4,Block E50-E64,Other nutritional deficiencies (E50-E64),excludes2,nutritional anemias (D50-D53),D50-D53,D50
4,E53.8,Deficiency of other specified B group vitamins,excludes2,vitamin B12 deficiency anemia (D51.-),D51.-,D51
4,E63,Other nutritional deficiencies,excludes2,dehydration (E86.0),E86.0,E86
4,E63,Other nutritional deficiencies,excludes2,"failure to thrive, adult (R62.7)",R62.7,R62
4,E63,Other nutritional deficiencies,excludes2,"failure to thrive, child (R62.51)",R62.51,R62
4,E63,Other nutritional deficiencies,excludes2,feeding problems in newborn (P92.-),P92.-,P92
4,E63,Other nutritional deficiencies,excludes2,sequelae of malnutrition and other nutritional deficiencies (E64.-),E64.-,E64
4,E64.0,Sequelae of protein-calorie malnutrition,excludes2,retarded development following protein-calorie malnutrition (E45),E45,E45
4,E66,Overweight and obesity,excludes2,adiposogenital dystrophy (E23.6),E23.6,E23
4,E66,Overweight and obesity,excludes2,lipomatosis dolorosa [Dercum] (E88.2),E88.2,E88
4,E66,Overweight and obesity,excludes2,lipomatosis NOS (E88.2),E88.2,E88
4,E66,Overweight and obesity,excludes2,Prader-Willi syndrome (Q87.11),Q87.11,Q87
4,Block E70-E88,Metabolic disorders (E70-E88),excludes2,Ehlers-Danlos syndromes (Q79.6-),Q79.6-,Q79
4,E71.3,Disorders of fatty-acid metabolism,excludes2,carnitine deficiency due to inborn error of metabolism (E71.42),E71.42,E71
4,E74.3,Other disorders of intestinal carbohydrate absorption,excludes2,lactose intolerance (E73.-),E73.-,E73
4,E83.3,Disorders of phosphorus metabolism and phosphatases,excludes2,disorders of pyrophosphate metabolism (E83.82-),E83.82-,E83
4,E85,Amyloidosis,excludes2,Alzheimer's disease (G30.0-),G30.0-,G30
4,E85.0,Non-neuropathic heredofamilial amyloidosis,excludes2,Transthyretin-related (ATTR) familial amyloid cardiomyopathy (E85.4),E85.4,E85
