chapter,code,codeTitle,noteType,noteText,referencedCodes,referencedCategories
9,I82,Other venous embolism and thrombosis,excludes2,"intracranial and intraspinal, septic or NOS (G08)",G08,G08
9,I82,Other venous embolism and thrombosis,excludes2,"intracranial, nonpyogenic (I67.6)",I67.6,I67
9,I82,Other venous embolism and thrombosis,excludes2,"intraspinal, nonpyogenic (G95.1)",G95.1,G95
9,I82,Other venous embolism and thrombosis,excludes2,mesenteric (K55.0-),K55.0-,K55
9,I82,Other venous embolism and thrombosis,excludes2,portal (I81),I81,I81
9,I82,Other venous embolism and thrombosis,excludes2,pulmonary (I26.-),I26.-,I26
9,I83,Varicose veins of lower extremities,excludes2,varicose veins complicating pregnancy (O22.0-),O22.0-,O22
9,I83,Varicose veins of lower extremities,excludes2,varicose veins complicating the puerperium (O87.4),O87.4,O87
9,I86,Varicose veins of other sites,excludes2,retinal varices (H35.0-),H35.0-,H35
9,I87.1,Compression of vein,excludes2,compression of pulmonary vein (I28.8),I28.8,I28
9,I96,"Gangrene, not elsewhere classified",excludes2,gangrene in diabetes mellitus (E08-E13 with .52),,
9,I97,"Intraoperative and postprocedural complications and disorders of circulatory system, not elsewhere classified",excludes2,postprocedural shock (T81.1-),T81.1-,T81
9,I97.1,Other postprocedural cardiac functional disturbances,excludes2,acute pulmonary insufficiency following thoracic surgery (J95.1),J95.1,J95
9,I97.1,Other postprocedural cardiac functional disturbances,excludes2,intraoperative cardiac functional disturbances (I97.7-),I97.7-,I97
9,I97.4,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure complicating a procedure,excludes2,intraoperative cerebrovascular hemorrhage complicating a procedure (G97.3-),G97.3-,G97
9,I97.5,Accidental puncture and laceration of a circulatory system organ or structure during a procedure,excludes2,accidental puncture and laceration of brain during a procedure (G97.4-),G97.4-,G97
9,I97.6,"Postprocedural hemorrhage, hematoma and seroma of a circulatory system organ or structure following a procedure",excludes2,postprocedural cerebrovascular hemorrhage complicating a procedure (G97.5-),G97.5-,G97
9,I97.7,Intraoperative cardiac functional disturbances,excludes2,acute pulmonary insufficiency following thoracic surgery (J95.1),J95.1,J95
9,I97.7,Intraoperative cardiac functional disturbances,excludes2,postprocedural cardiac functional disturbances (I97.1-),I97.1-,I97
10,Chapter 10,Diseases of the respiratory system,excludes2,certain conditions originating in the perinatal period (P04-P96),P04-P96,P04
10,Chapter 10,Diseases of the respiratory system,excludes2,certain infectious and parasitic diseases (A00-B99),A00-B99,A00
10,Chapter 10,Diseases of the respiratory system,excludes2,"complications of pregnancy, childbirth and the puerperium (O00-O9A)",O00-O9A,O00
10,Chapter 10,Diseases of the respiratory system,excludes2,"congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q00-Q99,Q00
10,Chapter 10,Diseases of the respiratory system,excludes2,"endocrine, nutritional and metabolic diseases (E00-E88)",E00-E88,E00
10,Chapter 10,Diseases of the respiratory system,excludes2,"injury, poisoning and certain other consequences of external causes (S00-T88)",S00-T88,S00
10,Chapter 10,Diseases of the respiratory system,excludes2,neoplasms (C00-D49),C00-D49,C00
10,Chapter 10,Diseases of the respiratory system,excludes2,smoke inhalation (T59.81-),T59.81-,T59
10,Chapter 10,Diseases of the respiratory system,excludes2,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R94)",R00-R94,R00
10,J00,Acute nasopharyngitis [common cold],excludes2,allergic rhinitis (J30.1-J30.9),J30.1-J30.9,J30
10,J00,Acute nasopharyngitis [common cold],excludes2,chronic pharyngitis (J31.2),J31.2,J31
10,J00,Acute nasopharyngitis [common cold],excludes2,chronic rhinitis (J31.0),J31.0,J31
10,J00,Acute nasopharyngitis [common cold],excludes2,chronic sore throat (J31.2),J31.2,J31
10,J00,Acute nasopharyngitis [common cold],excludes2,"nasopharyngitis, chronic (J31.1)",J31.1,J31
10,J00,Acute nasopharyngitis [common cold],excludes2,vasomotor rhinitis (J30.0),J30.0,J30
10,J01,Acute sinusitis,excludes2,chronic sinusitis (J32.0-J32.8),J32.0-J32.8,J32
10,J02,Acute pharyngitis,excludes2,chronic pharyngitis (J31.2),J31.2,J31
10,J02.0,Streptococcal pharyngitis,excludes2,scarlet fever (A38.-),A38.-,A38
10,J03,Acute tonsillitis,excludes2,chronic tonsillitis (J35.0),J35.0,J35
10,J04,Acute laryngitis and tracheitis,excludes2,laryngismus (stridulus) (J38.5),J38.5,J38
10,J04.0,Acute laryngitis,excludes2,chronic laryngitis (J37.0),J37.0,J37
10,J04.1,Acute tracheitis,excludes2,chronic tracheitis (J42),J42,J42
10,J04.2,Acute laryngotracheitis,excludes2,chronic laryngotracheitis (J37.1),J37.1,J37
10,J05.1,Acute epiglottitis,excludes2,"epiglottitis, chronic (J37.0)",J37.0,J37
10,Block J09-J18,Influenza and pneumonia (J09-J18),excludes2,allergic or eosinophilic pneumonia (J82),J82,J82
10,Block J09-J18,Influenza and pneumonia (J09-J18),excludes2,aspiration pneumonia NOS (J69.0),J69.0,J69
10,Block J09-J18,Influenza and pneumonia (J09-J18),excludes2,meconium pneumonia (P24.01),P24.01,P24
10,Block J09-J18,Influenza and pneumonia (J09-J18),excludes2,neonatal aspiration pneumonia (P24.-),P24.-,P24
10,Block J09-J18,Influenza and pneumonia (J09-J18),excludes2,pneumonia due to solids and liquids (J69.-),J69.-,J69
10,Block J09-J18,Influenza and pneumonia (J09-J18),excludes2,congenital pneumonia (P23.9),P23.9,P23
10,Block J09-J18,Influenza and pneumonia (J09-J18),excludes2,lipid pneumonia (J69.1),J69.1,J69
10,Block J09-J18,Influenza and pneumonia (J09-J18),excludes2,rheumatic pneumonia (I00),I00,I00
10,Block J09-J18,Influenza and pneumonia (J09-J18),excludes2,ventilator associated pneumonia (J95.851),J95.851,J95
10,J12,"Viral pneumonia, not elsewhere classified",excludes2,aspiration pneumonia due to anesthesia during labor and delivery (O74.0),O74.0,O74
10,J12,"Viral pneumonia, not elsewhere classified",excludes2,aspiration pneumonia due to anesthesia during pregnancy (O29),O29,O29
10,J12,"Viral pneumonia, not elsewhere classified",excludes2,aspiration pneumonia due to anesthesia during puerperium (O89.0),O89.0,O89
10,J12,"Viral pneumonia, not elsewhere classified",excludes2,aspiration pneumonia due to solids and liquids (J69.-),J69.-,J69
10,J12,"Viral pneumonia, not elsewhere classified",excludes2,aspiration pneumonia NOS (J69.0),J69.0,J69
10,J12,"Viral pneumonia, not elsewhere classified",excludes2,congenital pneumonia (P23.0),P23.0,P23
10,J12,"Viral pneumonia, not elsewhere classified",excludes2,congenital rubella pneumonitis (P35.0),P35.0,P35
10,J12,"Viral pneumonia, not elsewhere classified",excludes2,interstitial pneumonia NOS (J84.9),J84.9,J84
10,J12,"Viral pneumonia, not elsewhere classified",excludes2,lipid pneumonia (J69.1),J69.1,J69
10,J12,"Viral pneumonia, not elsewhere classified",excludes2,neonatal aspiration pneumonia (P24.-),P24.-,P24
10,J18,"Pneumonia, unspecified organism",excludes2,abscess of lung with pneumonia (J85.1),J85.1,J85
10,J18,"Pneumonia, unspecified organism",excludes2,aspiration pneumonia due to anesthesia during labor and delivery (O74.0),O74.0,O74
10,J18,"Pneumonia, unspecified organism",excludes2,aspiration pneumonia due to anesthesia during pregnancy (O29),O29,O29
10,J18,"Pneumonia, unspecified organism",excludes2,aspiration pneumonia due to anesthesia during puerperium (O89.0),O89.0,O89
10,J18,"Pneumonia, unspecified organism",excludes2,aspiration pneumonia due to solids and liquids (J69.-),J69.-,J69
10,J18,"Pneumonia, unspecified organism",excludes2,aspiration pneumonia NOS (J69.0),J69.0,J69
10,J18,"Pneumonia, unspecified organism",excludes2,lipid pneumonia (J69.1),J69.1,J69
10,J18,"Pneumonia, unspecified organism",excludes2,pneumonitis due to external agents (J67-J70),J67-J70,J67
10,J18.0,"Bronchopneumonia, unspecified organism",excludes2,acute bronchiolitis (J21.-),J21.-,J21
10,J18.0,"Bronchopneumonia, unspecified organism",excludes2,chronic bronchiolitis (J44.89),J44.89,J44
10,J18.0,"Bronchopneumonia, unspecified organism",excludes2,other specified chronic obstructive pulmonary disease (J44.89),J44.89,J44
10,Block J20-J22,Other acute lower respiratory infections (J20-J22),excludes2,chronic obstructive pulmonary disease with acute lower respiratory infection (J44.0),J44.0,J44
10,J20,Acute bronchitis,excludes2,acute bronchitis with bronchiectasis (J47.0),J47.0,J47
10,J20,Acute bronchitis,excludes2,acute bronchitis with chronic obstructive asthma (J44.0),J44.0,J44
10,J20,Acute bronchitis,excludes2,acute bronchitis with chronic obstructive pulmonary disease (J44.0),J44.0,J44
10,J20,Acute bronchitis,excludes2,allergic bronchitis NOS (J45.909),J45.909,J45
10,J20,Acute bronchitis,excludes2,"bronchitis due to chemicals, fumes and vapors (J68.0)",J68.0,J68
10,J20,Acute bronchitis,excludes2,chronic bronchitis NOS (J42),J42,J42
10,J20,Acute bronchitis,excludes2,chronic mucopurulent bronchitis (J41.1),J41.1,J41
10,J20,Acute bronchitis,excludes2,chronic obstructive bronchitis (J44.-),J44.-,J44
10,J20,Acute bronchitis,excludes2,chronic obstructive tracheobronchitis (J44.-),J44.-,J44
10,J20,Acute bronchitis,excludes2,chronic simple bronchitis (J41.0),J41.0,J41
10,J20,Acute bronchitis,excludes2,chronic tracheobronchitis (J42),J42,J42
10,J21,Acute bronchiolitis,excludes2,respiratory bronchiolitis interstitial lung disease (J84.115),J84.115,J84
10,J31.1,Chronic nasopharyngitis,excludes2,acute nasopharyngitis (J00),J00,J00
10,J31.2,Chronic pharyngitis,excludes2,acute pharyngitis (J02.9),J02.9,J02
10,J32,Chronic sinusitis,excludes2,acute sinusitis (J01.-),J01.-,J01
10,J34,Other and unspecified disorders of nose and nasal sinuses,excludes2,varicose ulcer of nasal septum (I86.8),I86.8,I86
10,J34.81,Nasal mucositis (ulcerative),excludes2,gastrointestinal mucositis (ulcerative) (K92.81),K92.81,K92
10,J34.81,Nasal mucositis (ulcerative),excludes2,mucositis (ulcerative) of vagina and vulva (N76.81),N76.81,N76
10,J34.81,Nasal mucositis (ulcerative),excludes2,oral mucositis (ulcerative) (K12.3-),K12.3-,K12
10,J35.0,Chronic tonsillitis and adenoiditis,excludes2,acute tonsillitis (J03.-),J03.-,J03
10,J37.0,Chronic laryngitis,excludes2,acute laryngitis (J04.0),J04.0,J04
10,J37.0,Chronic laryngitis,excludes2,obstructive (acute) laryngitis (J05.0),J05.0,J05
10,J37.1,Chronic laryngotracheitis,excludes2,acute laryngotracheitis (J04.2),J04.2,J04
10,J37.1,Chronic laryngotracheitis,excludes2,acute tracheitis (J04.1),J04.1,J04
10,J39.2,Other diseases of pharynx,excludes2,chronic pharyngitis (J31.2),J31.2,J31
10,J39.2,Other diseases of pharynx,excludes2,ulcerative pharyngitis (J02.9),J02.9,J02
10,Block J40-J4B,Chronic lower respiratory diseases (J40-J4B),excludes2,cystic fibrosis (E84.-),E84.-,E84
10,J41,Simple and mucopurulent chronic bronchitis,excludes2,chronic bronchitis NOS (J42),J42,J42
10,J41,Simple and mucopurulent chronic bronchitis,excludes2,chronic obstructive bronchitis (J44.-),J44.-,J44
10,J43,Emphysema,excludes2,"emphysema due to inhalation of chemicals, gases, fumes or vapors (J68.4)",J68.4,J68
10,J43,Emphysema,excludes2,emphysema with chronic (obstructive) bronchitis (J44.-),J44.-,J44
10,J43,Emphysema,excludes2,emphysematous (obstructive) bronchitis (J44.-),J44.-,J44
10,J43,Emphysema,excludes2,traumatic subcutaneous emphysema (T79.7),T79.7,T79
10,J44,Other chronic obstructive pulmonary disease,excludes2,bronchiectasis (J47.-),J47.-,J47
10,J44,Other chronic obstructive pulmonary disease,excludes2,chronic bronchitis NOS (J42),J42,J42
10,J44,Other chronic obstructive pulmonary disease,excludes2,chronic simple and mucopurulent bronchitis (J41.-),J41.-,J41
10,J44,Other chronic obstructive pulmonary disease,excludes2,chronic tracheitis (J42),J42,J42
10,J44,Other chronic obstructive pulmonary disease,excludes2,chronic tracheobronchitis (J42),J42,J42
10,J44,Other chronic obstructive pulmonary disease,excludes2,emphysema without chronic bronchitis (J43.-),J43.-,J43
10,J44.1,Chronic obstructive pulmonary disease with (acute) exacerbation,excludes2,chronic obstructive pulmonary disease [COPD] with acute bronchitis (J44.0),J44.0,J44
10,J44.1,Chronic obstructive pulmonary disease with (acute) exacerbation,excludes2,lung diseases due to external agents (J60-J70),J60-J70,J60
10,J44.9,"Chronic obstructive pulmonary disease, unspecified",excludes2,lung diseases due to external agents (J60-J70),J60-J70,J60
10,J45,Asthma,excludes2,asthma with chronic obstructive pulmonary disease (J44.89),J44.89,J44
10,J45,Asthma,excludes2,chronic asthmatic (obstructive) bronchitis (J44.89),J44.89,J44
10,J45,Asthma,excludes2,chronic obstructive asthma (J44.89),J44.89,J44
10,J45,Asthma,excludes2,other specified chronic obstructive pulmonary disease (J44.89),J44.89,J44
10,J45.909,"Unspecified asthma, uncomplicated",excludes2,lung diseases due to external agents (J60-J70),J60-J70,J60
10,Block J60-J70,Lung diseases due to external agents (J60-J70),excludes2,asthma (J45.-),J45.-,J45
10,Block J60-J70,Lung diseases due to external agents (J60-J70),excludes2,malignant neoplasm of bronchus and lung (C34.-),C34.-,C34
10,J66,Airway disease due to specific organic dust,excludes2,allergic alveolitis (J67.-),J67.-,J67
10,J66,Airway disease due to specific organic dust,excludes2,asbestosis (J61),J61,J61
10,J66,Airway disease due to specific organic dust,excludes2,bagassosis (J67.1),J67.1,J67
10,J66,Airway disease due to specific organic dust,excludes2,farmer's lung (J67.0),J67.0,J67
10,J66,Airway disease due to specific organic dust,excludes2,hypersensitivity pneumonitis due to organic dust (J67.-),J67.-,J67
10,J66,Airway disease due to specific organic dust,excludes2,reactive airways dysfunction syndrome (J68.3),J68.3,J68
10,J70.5,Respiratory conditions due to smoke inhalation,excludes2,"smoke inhalation due to chemicals, gases, fumes and vapors (J68.9)",J68.9,J68
10,J82,"Pulmonary eosinophilia, not elsewhere classified",excludes2,pulmonary eosinophilia due to aspergillosis (B44.-),B44.-,B44
10,J82,"Pulmonary eosinophilia, not elsewhere classified",excludes2,pulmonary eosinophilia due to drugs (J70.2-J70.4),J70.2-J70.4,J70
10,J82,"Pulmonary eosinophilia, not elsewhere classified",excludes2,pulmonary eosinophilia due to specified parasitic infection (B50-B83),B50-B83,B50
10,J82,"Pulmonary eosinophilia, not elsewhere classified",excludes2,pulmonary eosinophilia due to systemic connective tissue disorders (M30-M36),M30-M36,M30
10,J82,"Pulmonary eosinophilia, not elsewhere classified",excludes2,pulmonary infiltrate NOS (R91.8),R91.8,R91
10,J84,Other interstitial pulmonary diseases,excludes2,lung diseases due to external agents (J60-J70),J60-J70,J60
10,J91,Pleural effusion in conditions classified elsewhere,excludes2,pleural effusion in heart failure (I50.-),I50.-,I50
10,J91,Pleural effusion in conditions classified elsewhere,excludes2,pleural effusion in systemic lupus erythematosus (M32.13),M32.13,M32
10,J95,"Intraoperative and postprocedural complications and disorders of respiratory system, not elsewhere classified",excludes2,aspiration pneumonia (J69.-),J69.-,J69
10,J95,"Intraoperative and postprocedural complications and disorders of respiratory system, not elsewhere classified",excludes2,emphysema (subcutaneous) resulting from a procedure (T81.82),T81.82,T81
10,J95,"Intraoperative and postprocedural complications and disorders of respiratory system, not elsewhere classified",excludes2,hypostatic pneumonia (J18.2),J18.2,J18
10,J95,"Intraoperative and postprocedural complications and disorders of respiratory system, not elsewhere classified",excludes2,pulmonary manifestations due to radiation (J70.0-J70.1),J70.0-J70.1,J70
10,J95.1,Acute pulmonary insufficiency following thoracic surgery,excludes2,"Functional disturbances following cardiac surgery (I97.0, I97.1-)",I97.0; I97.1-,I97
10,J95.2,Acute pulmonary insufficiency following nonthoracic surgery,excludes2,"Functional disturbances following cardiac surgery (I97.0, I97.1-)",I97.0; I97.1-,I97
10,J95.3,Chronic pulmonary insufficiency following surgery,excludes2,"Functional disturbances following cardiac surgery (I97.0, I97.1-)",I97.0; I97.1-,I97
10,J95.7,Accidental puncture and laceration of a respiratory system organ or structure during a procedure,excludes2,postprocedural pneumothorax (J95.811),J95.811,J95
10,J95.82,Postprocedural respiratory failure,excludes2,respiratory failure in other conditions (J96.-),J96.-,J96
10,J95.89,"Other postprocedural complications and disorders of respiratory system, not elsewhere classified",excludes2,acute pulmonary insufficiency following thoracic surgery (J95.1),J95.1,J95
10,J95.89,"Other postprocedural complications and disorders of respiratory system, not elsewhere classified",excludes2,postprocedural subglottic stenosis (J95.5),J95.5,J95
10,J98,Other respiratory disorders,excludes2,apnea NOS (R06.81),R06.81,R06
10,J98,Other respiratory disorders,excludes2,sleep apnea (G47.3-),G47.3-,G47
10,J98.5,"Diseases of mediastinum, not elsewhere classified",excludes2,abscess of mediastinum (J85.3),J85.3,J85
10,J98.6,Disorders of diaphragm,excludes2,diaphragmatic hernia (K44.-),K44.-,K44
11,Chapter 11,Diseases of the digestive system,excludes2,certain conditions originating in the perinatal period (P04-P96),P04-P96,P04
11,Chapter 11,Diseases of the digestive system,excludes2,certain infectious and parasitic diseases (A00-B99),A00-B99,A00
11,Chapter 11,Diseases of the digestive system,excludes2,"complications of pregnancy, childbirth and the puerperium (O00-O9A)",O00-O9A,O00
11,Chapter 11,Diseases of the digestive system,excludes2,"congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",Q00-Q99,Q00
11,Chapter 11,Diseases of the digestive system,excludes2,"endocrine, nutritional and metabolic diseases (E00-E88)",E00-E88,E00
11,Chapter 11,Diseases of the digestive system,excludes2,"injury, poisoning and certain other consequences of external causes (S00-T88)",S00-T88,S00
11,Chapter 11,Diseases of the digestive system,excludes2,neoplasms (C00-D49),C00-D49,C00
11,Chapter 11,Diseases of the digestive system,excludes2,"symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R94)",R00-R94,R00
11,K00,Disorders of tooth development and eruption,excludes2,embedded and impacted teeth (K01.-),K01.-,K01
11,K00.1,Supernumerary teeth,excludes2,supernumerary roots (K00.2),K00.2,K00
11,K00.3,Mottled teeth,excludes2,deposits [accretions] on teeth (K03.6),K03.6,K03
11,K00.4,Disturbances in tooth formation,excludes2,mottled teeth (K00.3),K00.3,K00
11,K00.6,Disturbances in tooth eruption,excludes2,embedded and impacted teeth (K01.-),K01.-,K01
11,K00.8,Other disorders of tooth development,excludes2,posteruptive color changes (K03.7),K03.7,K03
11,K03,Other diseases of hard tissues of teeth,excludes2,bruxism (F45.8),F45.8,F45
11,K03,Other diseases of hard tissues of teeth,excludes2,dental caries (K02.-),K02.-,K02
11,K03,Other diseases of hard tissues of teeth,excludes2,teeth-grinding NOS (F45.8),F45.8,F45
11,K03.7,Posteruptive color changes of dental hard tissues,excludes2,deposits [accretions] on teeth (K03.6),K03.6,K03
11,K04.8,Radicular cyst,excludes2,lateral periodontal cyst (K09.0),K09.0,K09
11,K05.5,Other periodontal diseases,excludes2,leukoplakia of gingiva (K13.21),K13.21,K13
11,K06,Other disorders of gingiva and edentulous alveolar ridge,excludes2,acute gingivitis (K05.0),K05.0,K05
11,K06,Other disorders of gingiva and edentulous alveolar ridge,excludes2,atrophy of edentulous alveolar ridge (K08.2),K08.2,K08
11,K06,Other disorders of gingiva and edentulous alveolar ridge,excludes2,chronic gingivitis (K05.1),K05.1,K05
11,K06,Other disorders of gingiva and edentulous alveolar ridge,excludes2,gingivitis NOS (K05.1),K05.1,K05
11,K06.8,Other specified disorders of gingiva and edentulous alveolar ridge,excludes2,gingival cyst (K09.0),K09.0,K09
11,K08,Other disorders of teeth and supporting structures,excludes2,dentofacial anomalies [including malocclusion] (M26.-),M26.-,M26
11,K08,Other disorders of teeth and supporting structures,excludes2,disorders of jaw (M27.-),M27.-,M27
11,K08.4,Partial loss of teeth,excludes2,exfoliation of teeth due to systemic causes (K08.0),K08.0,K08
11,K08.5,Unsatisfactory restoration of tooth,excludes2,endosseous dental implant failure (M27.6-),M27.6-,M27
11,K08.5,Unsatisfactory restoration of tooth,excludes2,unsatisfactory endodontic treatment (M27.5-),M27.5-,M27
11,K09,"Cysts of oral region, not elsewhere classified",excludes2,"cysts of jaw (M27.0-, M27.4-)",M27.0-; M27.4-,M27
11,K09,"Cysts of oral region, not elsewhere classified",excludes2,radicular cyst (K04.8),K04.8,K04
11,K09.0,Developmental odontogenic cysts,excludes2,"keratocysts (D16.4, D16.5)",D16.4; D16.5,D16
11,K09.0,Developmental odontogenic cysts,excludes2,"odontogenic keratocystic tumors (D16.4, D16.5)",D16.4; D16.5,D16
11,K11.7,Disturbances of salivary secretion,excludes2,dry mouth NOS (R68.2),R68.2,R68
11,K12.2,Cellulitis and abscess of mouth,excludes2,abscess of salivary gland (K11.3),K11.3,K11
11,K12.2,Cellulitis and abscess of mouth,excludes2,abscess of tongue (K14.0),K14.0,K14
11,K12.2,Cellulitis and abscess of mouth,excludes2,periapical abscess (K04.6-K04.7),K04.6-K04.7,K04
11,K12.2,Cellulitis and abscess of mouth,excludes2,periodontal abscess (K05.21),K05.21,K05
11,K12.2,Cellulitis and abscess of mouth,excludes2,peritonsillar abscess (J36),J36,J36
11,K12.3,Oral mucositis (ulcerative),excludes2,gastrointestinal mucositis (ulcerative) (K92.81),K92.81,K92
11,K12.3,Oral mucositis (ulcerative),excludes2,mucositis (ulcerative) of vagina and vulva (N76.81),N76.81,N76
11,K12.3,Oral mucositis (ulcerative),excludes2,nasal mucositis (ulcerative) (J34.81),J34.81,J34
11,K13,Other diseases of lip and oral mucosa,excludes2,certain disorders of gingiva and edentulous alveolar ridge (K05-K06),K05-K06,K05
11,K13,Other diseases of lip and oral mucosa,excludes2,cysts of oral region (K09.-),K09.-,K09
11,K13,Other diseases of lip and oral mucosa,excludes2,diseases of tongue (K14.-),K14.-,K14
11,K13,Other diseases of lip and oral mucosa,excludes2,stomatitis and related lesions (K12.-),K12.-,K12
11,K13.6,Irritative hyperplasia of oral mucosa,excludes2,irritative hyperplasia of edentulous ridge [denture hyperplasia] (K06.2),K06.2,K06
11,K14,Diseases of tongue,excludes2,erythroplakia (K13.29),K13.29,K13
11,K14,Diseases of tongue,excludes2,focal epithelial hyperplasia (K13.29),K13.29,K13
11,K14,Diseases of tongue,excludes2,leukoedema of tongue (K13.29),K13.29,K13
11,K14,Diseases of tongue,excludes2,leukoplakia of tongue (K13.21),K13.21,K13
11,K14,Diseases of tongue,excludes2,hairy leukoplakia (K13.3),K13.3,K13
11,K14,Diseases of tongue,excludes2,macroglossia (congenital) (Q38.2),Q38.2,Q38
11,K14,Diseases of tongue,excludes2,submucous fibrosis of tongue (K13.5),K13.5,K13
11,Block K20-K31,"Diseases of esophagus, stomach and duodenum (K20-K31)",excludes2,hiatus hernia (K44.-),K44.-,K44
11,K20,Esophagitis,excludes2,eosinophilic gastritis or gastroenteritis (K52.81),K52.81,K52
11,K22,Other diseases of esophagus,excludes2,esophageal varices (I85.-),I85.-,I85
11,K22.11,Ulcer of esophagus with bleeding,excludes2,"bleeding esophageal varices (I85.01, I85.11)",I85.01; I85.11,I85
11,K22.8,Other specified diseases of esophagus,excludes2,esophageal varices (I85.-),I85.-,I85
11,K22.8,Other specified diseases of esophagus,excludes2,Paterson-Kelly syndrome (D50.1),D50.1,D50
11,K31,Other diseases of stomach and duodenum,excludes2,"diabetic gastroparesis (E08.43, E09.43, E10.43, E11.43, E13.43)",E08.43; E09.43; E10.43; E11.43; E13.43,E08; E09; E10; E11; E13
11,K31,Other diseases of stomach and duodenum,excludes2,diverticulum of duodenum (K57.00-K57.13),K57.00-K57.13,K57
11,K31.82,Dieulafoy lesion (hemorrhagic) of stomach and duodenum,excludes2,Dieulafoy lesion of intestine (K63.81),K63.81,K63
11,K51.4,Inflammatory polyps of colon,excludes2,adenomatous polyp of colon (D12.6),D12.6,D12
11,K51.4,Inflammatory polyps of colon,excludes2,polyposis of colon (D12.6),D12.6,D12
11,K51.4,Inflammatory polyps of colon,excludes2,polyps of colon NOS (K63.5),K63.5,K63
11,K52.2,Allergic and dietetic gastroenteritis and colitis,excludes2,allergic eosinophilic colitis (K52.82),K52.82,K52
11,K52.2,Allergic and dietetic gastroenteritis and colitis,excludes2,allergic eosinophilic esophagitis (K20.0),K20.0,K20
11,K52.2,Allergic and dietetic gastroenteritis and colitis,excludes2,allergic eosinophilic gastritis (K52.81),K52.81,K52
11,K52.2,Allergic and dietetic gastroenteritis and colitis,excludes2,allergic eosinophilic gastroenteritis (K52.81),K52.81,K52
11,K52.81,Eosinophilic gastritis or gastroenteritis,excludes2,eosinophilic esophagitis (K20.0),K20.0,K20
11,K52.82,Eosinophilic colitis,excludes2,allergic proctocolitis (K52.29),K52.29,K52
11,K52.82,Eosinophilic colitis,excludes2,food-induced eosinophilic proctocolitis (K52.29),K52.29,K52
11,K52.82,Eosinophilic colitis,excludes2,food protein-induced enterocolitis syndrome (FPIES) (K52.21),K52.21,K52
11,K52.82,Eosinophilic colitis,excludes2,food protein-induced proctocolitis (K52.29),K52.29,K52
11,K52.82,Eosinophilic colitis,excludes2,milk protein-induced proctocolitis (K52.29),K52.29,K52
11,K55,Vascular disorders of intestine,excludes2,angioectasia (angiodysplasia) duodenum (K31.81-),K31.81-,K31
11,K55.3,Necrotizing enterocolitis,excludes2,necrotizing enterocolitis due to Clostridium difficile (A04.7-),A04.7-,A04
11,K56,Paralytic ileus and intestinal obstruction without hernia,excludes2,stenosis of anus or rectum (K62.4),K62.4,K62
11,K56.1,Intussusception,excludes2,intussusception of appendix (K38.8),K38.8,K38
11,K56.2,Volvulus,excludes2,volvulus of duodenum (K31.5),K31.5,K31
11,K56.41,Fecal impaction,excludes2,incomplete defecation (R15.0),R15.0,R15
11,K56.7,"Ileus, unspecified",excludes2,intestinal obstruction with hernia (K40-K46),K40-K46,K40
11,K57,Diverticular disease of intestine,excludes2,diverticulum of appendix (K38.2),K38.2,K38
11,K59,Other functional intestinal disorders,excludes2,functional disorders of stomach (K31.-),K31.-,K31
11,K59.0,Constipation,excludes2,incomplete defecation (R15.0),R15.0,R15
11,K60,Fissure and fistula of anal and rectal regions,excludes2,abscess or cellulitis of anal and rectal regions (K61.-),K61.-,K61
11,K60,Fissure and fistula of anal and rectal regions,excludes2,anal sphincter tear (healed) (nontraumatic) (old) (K62.81),K62.81,K62
11,K61.0,Anal abscess,excludes2,intrasphincteric abscess (K61.4),K61.4,K61
11,K62,Other diseases of anus and rectum,excludes2,"colostomy and enterostomy malfunction (K94.0-, K94.1-)",K94.0-; K94.1-,K94
11,K62,Other diseases of anus and rectum,excludes2,fecal incontinence (R15.-),R15.-,R15
11,K62,Other diseases of anus and rectum,excludes2,hemorrhoids (K64.-),K64.-,K64
11,K62.8,Other specified diseases of anus and rectum,excludes2,ulcerative proctitis (K51.2),K51.2,K51
11,K62.81,Anal sphincter tear (healed) (nontraumatic) (old),excludes2,anal fissure (K60.-),K60.-,K60
11,K62.81,Anal sphincter tear (healed) (nontraumatic) (old),excludes2,anal sphincter tear (healed) (old) complicating delivery (O34.7-),O34.7-,O34
11,K62.81,Anal sphincter tear (healed) (nontraumatic) (old),excludes2,traumatic tear of anal sphincter (S31.831),S31.831,S31
11,K63.0,Abscess of intestine,excludes2,abscess of anal and rectal regions (K61.-),K61.-,K61
11,K63.0,Abscess of intestine,excludes2,abscess of appendix (K35.3-),K35.3-,K35
11,K63.1,Perforation of intestine (nontraumatic),excludes2,"perforation (nontraumatic) of appendix (K35.2-, K35.3-)",K35.2-; K35.3-,K35
11,K63.2,Fistula of intestine,excludes2,fistula of anal and rectal regions (K60.-),K60.-,K60
11,K63.2,Fistula of intestine,excludes2,fistula of appendix (K38.3),K38.3,K38
11,K63.2,Fistula of intestine,excludes2,"intestinal-genital fistula, female (N82.2-N82.4)",N82.2-N82.4,N82
11,K63.2,Fistula of intestine,excludes2,vesicointestinal fistula (N32.1),N32.1,N32
