chapter,code,codeTitle,noteType,noteText,referencedCodes,referencedCategories
1,A04,Other bacterial intestinal infections,excludes1,"bacterial foodborne intoxications, NEC (A05.-)",A05.-,A05
1,A04,Other bacterial intestinal infections,excludes1,tuberculous enteritis (A18.32),A18.32,A18
1,A04.6,Enteritis due to Yersinia enterocolitica,excludes1,extraintestinal yersiniosis (A28.2),A28.2,A28
1,A05,"Other bacterial foodborne intoxications, not elsewhere classified",excludes1,Clostridium difficile foodborne intoxication and infection (A04.7-),A04.7-,A04
1,A05,"Other bacterial foodborne intoxications, not elsewhere classified",excludes1,Escherichia coli infection (A04.0-A04.4),A04.0-A04.4,A04
1,A05,"Other bacterial foodborne intoxications, not elsewhere classified",excludes1,listeriosis (A32.-),A32.-,A32
1,A05,"Other bacterial foodborne intoxications, not elsewhere classified",excludes1,salmonella foodborne intoxication and infection (A02.-),A02.-,A02
1,A05,"Other bacterial foodborne intoxications, not elsewhere classified",excludes1,toxic effect of noxious foodstuffs (T61-T62),T61-T62,T61
1,A05.1,Botulism food poisoning,excludes1,infant botulism (A48.51),A48.51,A48
1,A05.1,Botulism food poisoning,excludes1,wound botulism (A48.52),A48.52,A48
1,A06,Amebiasis,excludes1,other protozoal intestinal diseases (A07.-),A07.-,A07
1,A08,Viral and other specified intestinal infections,excludes1,"influenza with involvement of gastrointestinal tract (J09.X3, J10.2, J11.2)",J09.X3; J10.2; J11.2,J09; J10; J11
1,A09,"Infectious gastroenteritis and colitis, unspecified",excludes1,colitis NOS (K52.9),K52.9,K52
1,A09,"Infectious gastroenteritis and colitis, unspecified",excludes1,diarrhea NOS (R19.7),R19.7,R19
1,A09,"Infectious gastroenteritis and colitis, unspecified",excludes1,enteritis NOS (K52.9),K52.9,K52
1,A09,"Infectious gastroenteritis and colitis, unspecified",excludes1,gastroenteritis NOS (K52.9),K52.9,K52
1,A09,"Infectious gastroenteritis and colitis, unspecified",excludes1,"noninfective gastroenteritis and colitis, unspecified (K52.9)",K52.9,K52
1,Block A15-A19,Tuberculosis (A15-A19),excludes1,congenital tuberculosis (P37.0),P37.0,P37
1,Block A15-A19,Tuberculosis (A15-A19),excludes1,nonspecific reaction to test for tuberculosis without active tuberculosis (R76.1-),R76.1-,R76
1,Block A15-A19,Tuberculosis (A15-A19),excludes1,"pneumoconiosis associated with tuberculosis, any type in A15 (J65)",J65,J65
1,Block A15-A19,Tuberculosis (A15-A19),excludes1,positive PPD (R76.11),R76.11,R76
1,Block A15-A19,Tuberculosis (A15-A19),excludes1,positive tuberculin skin test without active tuberculosis (R76.11),R76.11,R76
1,Block A15-A19,Tuberculosis (A15-A19),excludes1,sequelae of tuberculosis (B90.-),B90.-,B90
1,Block A15-A19,Tuberculosis (A15-A19),excludes1,silicotuberculosis (J65),J65,J65
1,A15.4,Tuberculosis of intrathoracic lymph nodes,excludes1,tuberculosis specified as primary (A15.7),A15.7,A15
1,A15.6,Tuberculous pleurisy,excludes1,primary respiratory tuberculosis (A15.7),A15.7,A15
1,A17.0,Tuberculous meningitis,excludes1,tuberculous meningoencephalitis (A17.82),A17.82,A17
1,A18.83,"Tuberculosis of digestive tract organs, not elsewhere classified",excludes1,tuberculosis of intestine (A18.32),A18.32,A18
1,A28.2,Extraintestinal yersiniosis,excludes1,enteritis due to Yersinia enterocolitica (A04.6),A04.6,A04
1,A28.2,Extraintestinal yersiniosis,excludes1,plague (A20.-),A20.-,A20
1,A30,Leprosy [Hansen's disease],excludes1,sequelae of leprosy (B92),B92,B92
1,A32,Listeriosis,excludes1,neonatal (disseminated) listeriosis (P37.2),P37.2,P37
1,A35,Other tetanus,excludes1,obstetrical tetanus (A34),A34,A34
1,A35,Other tetanus,excludes1,tetanus neonatorum (A33),A33,A33
1,A40,Streptococcal sepsis,excludes1,neonatal (P36.0-P36.1),P36.0-P36.1,P36
1,A40,Streptococcal sepsis,excludes1,puerperal sepsis (O85),O85,O85
1,A40,Streptococcal sepsis,excludes1,"sepsis due to Streptococcus, group D (A41.81)",A41.81,A41
1,A41,Other sepsis,excludes1,bacteremia NOS (R78.81),R78.81,R78
1,A41,Other sepsis,excludes1,neonatal (P36.-),P36.-,P36
1,A41,Other sepsis,excludes1,puerperal sepsis (O85),O85,O85
1,A41,Other sepsis,excludes1,streptococcal sepsis (A40.-),A40.-,A40
1,A41.4,Sepsis due to anaerobes,excludes1,gas gangrene (A48.0),A48.0,A48
1,A42,Actinomycosis,excludes1,actinomycetoma (B47.1),B47.1,B47
1,A46,Erysipelas,excludes1,postpartum or puerperal erysipelas (O86.89),O86.89,O86
1,A48,"Other bacterial diseases, not elsewhere classified",excludes1,actinomycetoma (B47.1),B47.1,B47
1,A48.3,Toxic shock syndrome,excludes1,endotoxic shock NOS (R57.8),R57.8,R57
1,A48.3,Toxic shock syndrome,excludes1,sepsis NOS (A41.9),A41.9,A41
1,A48.5,Other specified botulism,excludes1,food poisoning due to toxins of Clostridium botulinum (A05.1),A05.1,A05
1,A49,Bacterial infection of unspecified site,excludes1,bacterial agents as the cause of diseases classified elsewhere (B95-B96),B95-B96,B95
1,A49,Bacterial infection of unspecified site,excludes1,meningococcal infection NOS (A39.9),A39.9,A39
1,A49,Bacterial infection of unspecified site,excludes1,rickettsial infection NOS (A79.9),A79.9,A79
1,A49,Bacterial infection of unspecified site,excludes1,spirochetal infection NOS (A69.9),A69.9,A69
1,A49.9,"Bacterial infection, unspecified",excludes1,bacteremia NOS (R78.81),R78.81,R78
1,Block A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),excludes1,nonspecific and nongonococcal urethritis (N34.1),N34.1,N34
1,Block A50-A64,Infections with a predominantly sexual mode of transmission (A50-A64),excludes1,Reiter's disease (M02.3-),M02.3-,M02
1,A50.3,Late congenital syphilitic oculopathy,excludes1,Hutchinson's triad (A50.53),A50.53,A50
1,A50.4,Late congenital neurosyphilis [juvenile neurosyphilis],excludes1,Hutchinson's triad (A50.53),A50.53,A50
1,A51.39,Other secondary syphilis of skin,excludes1,late syphilitic leukoderma (A52.79),A52.79,A52
1,A52.79,Other symptomatic late syphilis,excludes1,syphilitic leukoderma (secondary) (A51.39),A51.39,A51
1,A53.9,"Syphilis, unspecified",excludes1,syphilis NOS under two years of age (A50.2),A50.2,A50
1,A54.0,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,excludes1,gonococcal infection with genitourinary gland abscess (A54.1),A54.1,A54
1,A54.0,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,excludes1,gonococcal infection with periurethral abscess (A54.1),A54.1,A54
1,A54.24,Gonococcal female pelvic inflammatory disease,excludes1,gonococcal peritonitis (A54.85),A54.85,A54
1,A54.85,Gonococcal peritonitis,excludes1,gonococcal pelviperitonitis (A54.24),A54.24,A54
1,A56,Other sexually transmitted chlamydial diseases,excludes1,neonatal chlamydial conjunctivitis (P39.1),P39.1,P39
1,A56,Other sexually transmitted chlamydial diseases,excludes1,neonatal chlamydial pneumonia (P23.1),P23.1,P23
1,Block A70-A74,Other diseases caused by chlamydiae (A70-A74),excludes1,sexually transmitted chlamydial diseases (A55-A56),A55-A56,A55
1,A71,Trachoma,excludes1,sequelae of trachoma (B94.0),B94.0,B94
1,A74,Other diseases caused by chlamydiae,excludes1,neonatal chlamydial conjunctivitis (P39.1),P39.1,P39
1,A74,Other diseases caused by chlamydiae,excludes1,neonatal chlamydial pneumonia (P23.1),P23.1,P23
1,A74,Other diseases caused by chlamydiae,excludes1,Reiter's disease (M02.3-),M02.3-,M02
1,A74,Other diseases caused by chlamydiae,excludes1,sexually transmitted chlamydial diseases (A55-A56),A55-A56,A55
1,A75,Typhus fever,excludes1,rickettsiosis due to Ehrlichia sennetsu (A79.81),A79.81,A79
1,A77.4,Ehrlichiosis,excludes1,anaplasmosis [A. phagocytophilum] (A79.82),A79.82,A79
1,A77.4,Ehrlichiosis,excludes1,rickettsiosis due to Ehrlichia sennetsu (A79.81),A79.81,A79
1,Block A80-A89,Viral and prion infections of the central nervous system (A80-A89),excludes1,postpolio syndrome (G14),G14,G14
1,Block A80-A89,Viral and prion infections of the central nervous system (A80-A89),excludes1,sequelae of poliomyelitis (B91),B91,B91
1,Block A80-A89,Viral and prion infections of the central nervous system (A80-A89),excludes1,sequelae of viral encephalitis (B94.1),B94.1,B94
1,A80,Acute poliomyelitis,excludes1,acute flaccid myelitis (G04.82),G04.82,G04
1,A85,"Other viral encephalitis, not elsewhere classified",excludes1,encephalitis due to cytomegalovirus (B25.8),B25.8,B25
1,A85,"Other viral encephalitis, not elsewhere classified",excludes1,encephalitis due to herpesvirus NEC (B10.0-),B10.0-,B10
1,A85,"Other viral encephalitis, not elsewhere classified",excludes1,encephalitis due to herpesvirus [herpes simplex] (B00.4),B00.4,B00
1,A85,"Other viral encephalitis, not elsewhere classified",excludes1,encephalitis due to measles virus (B05.0),B05.0,B05
1,A85,"Other viral encephalitis, not elsewhere classified",excludes1,encephalitis due to mumps virus (B26.2),B26.2,B26
1,A85,"Other viral encephalitis, not elsewhere classified",excludes1,encephalitis due to poliomyelitis virus (A80.-),A80.-,A80
1,A85,"Other viral encephalitis, not elsewhere classified",excludes1,encephalitis due to zoster (B02.0),B02.0,B02
1,A85,"Other viral encephalitis, not elsewhere classified",excludes1,lymphocytic choriomeningitis (A87.2),A87.2,A87
1,A85,"Other viral encephalitis, not elsewhere classified",excludes1,myalgic encephalomyelitis (G93.32),G93.32,G93
1,A85.2,"Arthropod-borne viral encephalitis, unspecified",excludes1,West nile virus with encephalitis (A92.31),A92.31,A92
1,A87,Viral meningitis,excludes1,meningitis due to herpesvirus [herpes simplex] (B00.3),B00.3,B00
1,A87,Viral meningitis,excludes1,meningitis due to herpesvirus [herpes simplex] (B00.3),B00.3,B00
1,A87,Viral meningitis,excludes1,meningitis due to measles virus (B05.1),B05.1,B05
1,A87,Viral meningitis,excludes1,meningitis due to mumps virus (B26.1),B26.1,B26
1,A87,Viral meningitis,excludes1,meningitis due to poliomyelitis virus (A80.-),A80.-,A80
1,A87,Viral meningitis,excludes1,meningitis due to zoster (B02.1),B02.1,B02
1,A88,"Other viral infections of central nervous system, not elsewhere classified",excludes1,viral encephalitis NOS (A86),A86,A86
1,A88,"Other viral infections of central nervous system, not elsewhere classified",excludes1,viral meningitis NOS (A87.9),A87.9,A87
1,A90,Dengue fever [classical dengue],excludes1,dengue hemorrhagic fever (A91),A91,A91
1,A92,Other mosquito-borne viral fevers,excludes1,Ross River disease (B33.1),B33.1,B33
1,A92.5,Zika virus disease,excludes1,congenital Zika virus disease (P35.4),P35.4,P35
1,A98,"Other viral hemorrhagic fevers, not elsewhere classified",excludes1,chikungunya hemorrhagic fever (A92.0),A92.0,A92
1,A98,"Other viral hemorrhagic fevers, not elsewhere classified",excludes1,dengue hemorrhagic fever (A91),A91,A91
1,A98.5,Hemorrhagic fever with renal syndrome,excludes1,hantavirus (cardio)-pulmonary syndrome (B33.4),B33.4,B33
1,B00,Herpesviral [herpes simplex] infections,excludes1,congenital herpesviral infections (P35.2),P35.2,P35
1,B00.4,Herpesviral encephalitis,excludes1,"herpesviral encephalitis due to herpesvirus 6 and 7 (B10.01, B10.09)",B10.01; B10.09,B10
1,B00.4,Herpesviral encephalitis,excludes1,non-simplex herpesviral encephalitis (B10.0-),B10.0-,B10
1,B05,Measles,excludes1,subacute sclerosing panencephalitis (A81.1),A81.1,A81
1,B06,Rubella [German measles],excludes1,congenital rubella (P35.0),P35.0,P35
1,B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",excludes1,vesicular stomatitis virus disease (A93.8),A93.8,A93
1,B08.011,Vaccinia not from vaccine,excludes1,vaccinia (from vaccination) (generalized) (T88.1),T88.1,T88
1,Block B15-B19,Viral hepatitis (B15-B19),excludes1,sequelae of viral hepatitis (B94.2),B94.2,B94
1,B20,Human immunodeficiency virus [HIV] disease,excludes1,asymptomatic human immunodeficiency virus [HIV] infection status (Z21),Z21,Z21
1,B20,Human immunodeficiency virus [HIV] disease,excludes1,exposure to HIV virus (Z20.6),Z20.6,Z20
1,B20,Human immunodeficiency virus [HIV] disease,excludes1,inconclusive serologic evidence of HIV (R75),R75,R75
1,B25,Cytomegaloviral disease,excludes1,congenital cytomegalovirus infection (P35.1),P35.1,P35
1,B25,Cytomegaloviral disease,excludes1,cytomegaloviral mononucleosis (B27.1-),B27.1-,B27
1,B30,Viral conjunctivitis,excludes1,herpesviral [herpes simplex] ocular disease (B00.5),B00.5,B00
1,B30,Viral conjunctivitis,excludes1,ocular zoster (B02.3),B02.3,B02
1,B33.4,Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS],excludes1,hantavirus disease with renal manifestations (A98.5),A98.5,A98
1,B33.4,Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS],excludes1,hemorrhagic fever with renal manifestations (A98.5),A98.5,A98
1,B33.8,Other specified viral diseases,excludes1,anogenital human papillomavirus infection (A63.0),A63.0,A63
1,B33.8,Other specified viral diseases,excludes1,viral warts due to human papillomavirus infection (B07),B07,B07
1,B34,Viral infection of unspecified site,excludes1,anogenital human papillomavirus infection (A63.0),A63.0,A63
1,B34,Viral infection of unspecified site,excludes1,cytomegaloviral disease NOS (B25.9),B25.9,B25
1,B34,Viral infection of unspecified site,excludes1,herpesvirus [herpes simplex] infection NOS (B00.9),B00.9,B00
1,B34,Viral infection of unspecified site,excludes1,retrovirus infection NOS (B33.3),B33.3,B33
1,B34,Viral infection of unspecified site,excludes1,viral agents as the cause of diseases classified elsewhere (B97.-),B97.-,B97
1,B34,Viral infection of unspecified site,excludes1,viral warts due to human papillomavirus infection (B07),B07,B07
1,B34.2,"Coronavirus infection, unspecified",excludes1,COVID-19 (U07.1),U07.1,U07
1,B34.2,"Coronavirus infection, unspecified",excludes1,pneumonia due to SARS-associated coronavirus (J12.81),J12.81,J12
1,B37,Candidiasis,excludes1,neonatal candidiasis (P37.5),P37.5,P37
1,B40,Blastomycosis,excludes1,Brazilian blastomycosis (B41.-),B41.-,B41
1,B40,Blastomycosis,excludes1,keloidal blastomycosis (B48.0),B48.0,B48
1,B48.2,Allescheriasis,excludes1,eumycetoma (B47.0),B47.0,B47
1,Block B50-B64,Protozoal diseases (B50-B64),excludes1,amebiasis (A06.-),A06.-,A06
1,Block B50-B64,Protozoal diseases (B50-B64),excludes1,other protozoal intestinal diseases (A07.-),A07.-,A07
1,B51,Plasmodium vivax malaria,excludes1,plasmodium vivax with Plasmodium falciparum (B50.-),B50.-,B50
1,B52,Plasmodium malariae malaria,excludes1,Plasmodium falciparum (B50.-),B50.-,B50
1,B52,Plasmodium malariae malaria,excludes1,Plasmodium vivax (B51.-),B51.-,B51
1,B53.0,Plasmodium ovale malaria,excludes1,Plasmodium ovale with Plasmodium falciparum (B50.-),B50.-,B50
1,B53.0,Plasmodium ovale malaria,excludes1,Plasmodium ovale with Plasmodium malariae (B52.-),B52.-,B52
1,B53.0,Plasmodium ovale malaria,excludes1,Plasmodium ovale with Plasmodium vivax (B51.-),B51.-,B51
1,B53.1,Malaria due to simian plasmodia,excludes1,Malaria due to simian plasmodia with Plasmodium falciparum (B50.-),B50.-,B50
1,B53.1,Malaria due to simian plasmodia,excludes1,Malaria due to simian plasmodia with Plasmodium malariae (B52.-),B52.-,B52
1,B53.1,Malaria due to simian plasmodia,excludes1,Malaria due to simian plasmodia with Plasmodium ovale (B53.0),B53.0,B53
1,B53.1,Malaria due to simian plasmodia,excludes1,Malaria due to simian plasmodia with Plasmodium vivax (B51.-),B51.-,B51
1,B58,Toxoplasmosis,excludes1,congenital toxoplasmosis (P37.1),P37.1,P37
1,B60,"Other protozoal diseases, not elsewhere classified",excludes1,cryptosporidiosis (A07.2),A07.2,A07
1,B60,"Other protozoal diseases, not elsewhere classified",excludes1,intestinal microsporidiosis (A07.8),A07.8,A07
1,B60,"Other protozoal diseases, not elsewhere classified",excludes1,isosporiasis (A07.3),A07.3,A07
1,B68,Taeniasis,excludes1,cysticercosis (B69.-),B69.-,B69
1,B78,Strongyloidiasis,excludes1,trichostrongyliasis (B81.2),B81.2,B81
1,B81,"Other intestinal helminthiases, not elsewhere classified",excludes1,angiostrongyliasis due to:,,
1,B81,"Other intestinal helminthiases, not elsewhere classified",excludes1,Angiostrongylus cantonensis (B83.2),B83.2,B83
1,B81,"Other intestinal helminthiases, not elsewhere classified",excludes1,Parastrongylus cantonensis (B83.2),B83.2,B83
1,B83,Other helminthiases,excludes1,capillariasis NOS (B81.1),B81.1,B81
1,B83.9,"Helminthiasis, unspecified",excludes1,intestinal helminthiasis NOS (B82.0),B82.0,B82
1,B91,Sequelae of poliomyelitis,excludes1,postpolio syndrome (G14),G14,G14
1,B97.21,SARS-associated coronavirus as the cause of diseases classified elsewhere,excludes1,pneumonia due to SARS-associated coronavirus (J12.81),J12.81,J12
1,B97.3,Retrovirus as the cause of diseases classified elsewhere,excludes1,Human immunodeficiency virus [HIV] disease (B20),B20,B20
1,B97.4,Respiratory syncytial virus as the cause of diseases classified elsewhere,excludes1,acute bronchiolitis due to respiratory syncytial virus (RSV) (J21.0),J21.0,J21
1,B97.4,Respiratory syncytial virus as the cause of diseases classified elsewhere,excludes1,acute bronchitis due to respiratory syncytial virus (RSV) (J20.5),J20.5,J20
1,B97.4,Respiratory syncytial virus as the cause of diseases classified elsewhere,excludes1,respiratory syncytial virus (RSV) pneumonia (J12.1),J12.1,J12
2,C00,Malignant neoplasm of lip,excludes1,malignant melanoma of lip (C43.0),C43.0,C43
2,C00,Malignant neoplasm of lip,excludes1,Merkel cell carcinoma of lip (C4A.0),C4A.0,C4A
2,C00,Malignant neoplasm of lip,excludes1,other and unspecified malignant neoplasm of skin of lip (C44.0-),C44.0-,C44
2,C05,Malignant neoplasm of palate,excludes1,Kaposi's sarcoma of palate (C46.2),C46.2,C46
2,C08,Malignant neoplasm of other and unspecified major salivary glands,excludes1,malignant neoplasms of specified minor salivary glands which are classified according to their anatomical location,,
2,C14,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",excludes1,malignant neoplasm of oral cavity NOS (C06.9),C06.9,C06
2,C14.8,"Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx",excludes1,'book leaf' neoplasm [ventral surface of tongue and floor of mouth] (C06.89),C06.89,C06
2,Block C15-C26,Malignant neoplasms of digestive organs (C15-C26),excludes1,Kaposi's sarcoma of gastrointestinal sites (C46.4),C46.4,C46
2,C15.5,Malignant neoplasm of lower third of esophagus,excludes1,malignant neoplasm of cardio-esophageal junction (C16.0),C16.0,C16
2,C17,Malignant neoplasm of small intestine,excludes1,malignant carcinoid tumors of the small intestine (C7A.01),C7A.01,C7A
2,C17.2,Malignant neoplasm of ileum,excludes1,malignant neoplasm of ileocecal valve (C18.0),C18.0,C18
2,C17.3,"Meckel's diverticulum, malignant",excludes1,"Meckel's diverticulum, congenital (Q43.0)",Q43.0,Q43
2,C18,Malignant neoplasm of colon,excludes1,malignant carcinoid tumors of the colon (C7A.02-),C7A.02-,C7A
2,C18.7,Malignant neoplasm of sigmoid colon,excludes1,malignant neoplasm of rectosigmoid junction (C19),C19,C19
2,C19,Malignant neoplasm of rectosigmoid junction,excludes1,malignant carcinoid tumors of the colon (C7A.02-),C7A.02-,C7A
2,C20,Malignant neoplasm of rectum,excludes1,malignant carcinoid tumor of the rectum (C7A.026),C7A.026,C7A
2,C22,Malignant neoplasm of liver and intrahepatic bile ducts,excludes1,malignant neoplasm of biliary tract NOS (C24.9),C24.9,C24
2,C22,Malignant neoplasm of liver and intrahepatic bile ducts,excludes1,secondary malignant neoplasm of liver and intrahepatic bile duct (C78.7),C78.7,C78
2,C22.1,Intrahepatic bile duct carcinoma,excludes1,malignant neoplasm of hepatic duct (C24.0),C24.0,C24
2,C24,Malignant neoplasm of other and unspecified parts of biliary tract,excludes1,malignant neoplasm of intrahepatic bile duct (C22.1),C22.1,C22
2,C26,Malignant neoplasm of other and ill-defined digestive organs,excludes1,malignant neoplasm of peritoneum and retroperitoneum (C48.-),C48.-,C48
2,C26.1,Malignant neoplasm of spleen,excludes1,Hodgkin lymphoma (C81.-),C81.-,C81
2,C26.1,Malignant neoplasm of spleen,excludes1,non-Hodgkin lymphoma (C82-C85),C82-C85,C82
2,C26.9,Malignant neoplasm of ill-defined sites within the digestive system,excludes1,malignant neoplasm of abdominal NOS (C76.2),C76.2,C76
2,C26.9,Malignant neoplasm of ill-defined sites within the digestive system,excludes1,malignant neoplasm of intra-abdominal NOS (C76.2),C76.2,C76
2,Block C30-C39,Malignant neoplasms of respiratory and intrathoracic organs (C30-C39),excludes1,mesothelioma (C45.-),C45.-,C45
2,C30.0,Malignant neoplasm of nasal cavity,excludes1,malignant neoplasm of nasal bone (C41.0),C41.0,C41
2,C30.0,Malignant neoplasm of nasal cavity,excludes1,malignant neoplasm of nose NOS (C76.0),C76.0,C76
2,C30.0,Malignant neoplasm of nasal cavity,excludes1,malignant neoplasm of olfactory bulb (C72.2-),C72.2-,C72
2,C30.0,Malignant neoplasm of nasal cavity,excludes1,malignant neoplasm of posterior margin of nasal septum and choana (C11.3),C11.3,C11
2,C30.0,Malignant neoplasm of nasal cavity,excludes1,malignant melanoma of skin of nose (C43.31),C43.31,C43
2,C30.0,Malignant neoplasm of nasal cavity,excludes1,malignant neoplasm of turbinates (C41.0),C41.0,C41
2,C30.0,Malignant neoplasm of nasal cavity,excludes1,"other and unspecified malignant neoplasm of skin of nose (C44.301, C44.311, C44.321, C44.391)",C44.301; C44.311; C44.321; C44.391,C44
2,C30.1,Malignant neoplasm of middle ear,excludes1,"malignant neoplasm of auricular canal (external) (C43.2-,C44.2-)",C43.2-; C44.2-,C43; C44
2,C30.1,Malignant neoplasm of middle ear,excludes1,malignant neoplasm of bone of ear (meatus) (C41.0),C41.0,C41
2,C30.1,Malignant neoplasm of middle ear,excludes1,malignant neoplasm of cartilage of ear (C49.0),C49.0,C49
2,C30.1,Malignant neoplasm of middle ear,excludes1,malignant melanoma of skin of (external) ear (C43.2-),C43.2-,C43
2,C30.1,Malignant neoplasm of middle ear,excludes1,other and unspecified malignant neoplasm of skin of (external) ear (C44.2-),C44.2-,C44
2,C34,Malignant neoplasm of bronchus and lung,excludes1,Kaposi's sarcoma of lung (C46.5-),C46.5-,C46
2,C34,Malignant neoplasm of bronchus and lung,excludes1,malignant carcinoid tumor of the bronchus and lung (C7A.090),C7A.090,C7A
2,C37,Malignant neoplasm of thymus,excludes1,malignant carcinoid tumor of the thymus (C7A.091),C7A.091,C7A
2,C38,"Malignant neoplasm of heart, mediastinum and pleura",excludes1,mesothelioma (C45.-),C45.-,C45
2,C38.0,Malignant neoplasm of heart,excludes1,malignant neoplasm of great vessels (C49.3),C49.3,C49
2,C39,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,excludes1,intrathoracic malignant neoplasm NOS (C76.1),C76.1,C76
2,C39,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,excludes1,thoracic malignant neoplasm NOS (C76.1),C76.1,C76
2,Block C40-C41,Malignant neoplasms of bone and articular cartilage (C40-C41),excludes1,malignant neoplasm of bone marrow NOS (C96.9),C96.9,C96
2,Block C40-C41,Malignant neoplasms of bone and articular cartilage (C40-C41),excludes1,malignant neoplasm of synovia (C49.-),C49.-,C49
2,C41,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,excludes1,malignant neoplasm of bones of limbs (C40.-),C40.-,C40
2,C41,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,excludes1,malignant neoplasm of cartilage of ear (C49.0),C49.0,C49
2,C41,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,excludes1,malignant neoplasm of cartilage of eyelid (C49.0),C49.0,C49
2,C41,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,excludes1,malignant neoplasm of cartilage of larynx (C32.3),C32.3,C32
2,C41,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,excludes1,malignant neoplasm of cartilage of limbs (C40.-),C40.-,C40
2,C41,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,excludes1,malignant neoplasm of cartilage of nose (C30.0),C30.0,C30
2,C41.2,Malignant neoplasm of vertebral column,excludes1,malignant neoplasm of sacrum and coccyx (C41.4),C41.4,C41
2,C43,Malignant melanoma of skin,excludes1,melanoma in situ (D03.-),D03.-,D03
2,C43.0,Malignant melanoma of lip,excludes1,malignant neoplasm of vermilion border of lip (C00.0-C00.2),C00.0-C00.2,C00
2,C4A.0,Merkel cell carcinoma of lip,excludes1,malignant neoplasm of vermilion border of lip (C00.0-C00.2),C00.0-C00.2,C00
2,C44,Other and unspecified malignant neoplasm of skin,excludes1,Kaposi's sarcoma of skin (C46.0),C46.0,C46
2,C44,Other and unspecified malignant neoplasm of skin,excludes1,malignant melanoma of skin (C43.-),C43.-,C43
2,C44,Other and unspecified malignant neoplasm of skin,excludes1,"malignant neoplasm of skin of genital organs (C51-C52, C60.-, C63.2)",C51-C52; C60.-; C63.2,C51; C60; C63
2,C44,Other and unspecified malignant neoplasm of skin,excludes1,Merkel cell carcinoma (C4A.-),C4A.-,C4A
2,C44.0,Other and unspecified malignant neoplasm of skin of lip,excludes1,malignant neoplasm of lip (C00.-),C00.-,C00
2,C44.1,"Other and unspecified malignant neoplasm of skin of eyelid, including canthus",excludes1,connective tissue of eyelid (C49.0),C49.0,C49
2,C44.2,Other and unspecified malignant neoplasm of skin of ear and external auricular canal,excludes1,connective tissue of ear (C49.0),C49.0,C49
2,C44.5,Other and unspecified malignant neoplasm of skin of trunk,excludes1,anus NOS (C21.0),C21.0,C21
2,C44.5,Other and unspecified malignant neoplasm of skin of trunk,excludes1,scrotum (C63.2),C63.2,C63
2,C45.0,Mesothelioma of pleura,excludes1,other malignant neoplasm of pleura (C38.4),C38.4,C38
2,C45.1,Mesothelioma of peritoneum,excludes1,other malignant neoplasm of soft tissue of peritoneum (C48.-),C48.-,C48
2,C45.2,Mesothelioma of pericardium,excludes1,other malignant neoplasm of pericardium (C38.0),C38.0,C38
2,C47,Malignant neoplasm of peripheral nerves and autonomic nervous system,excludes1,Kaposi's sarcoma of soft tissue (C46.1),C46.1,C46
2,C47.0,"Malignant neoplasm of peripheral nerves of head, face and neck",excludes1,malignant neoplasm of peripheral nerves of orbit (C69.6-),C69.6-,C69
2,C48,Malignant neoplasm of retroperitoneum and peritoneum,excludes1,Kaposi's sarcoma of connective tissue (C46.1),C46.1,C46
2,C48,Malignant neoplasm of retroperitoneum and peritoneum,excludes1,mesothelioma (C45.-),C45.-,C45
2,C49,Malignant neoplasm of other connective and soft tissue,excludes1,malignant neoplasm of cartilage (of):,,
2,C49,Malignant neoplasm of other connective and soft tissue,excludes1,articular (C40-C41),C40-C41,C40
2,C49,Malignant neoplasm of other connective and soft tissue,excludes1,larynx (C32.3),C32.3,C32
2,C49,Malignant neoplasm of other connective and soft tissue,excludes1,nose (C30.0),C30.0,C30
2,C49,Malignant neoplasm of other connective and soft tissue,excludes1,malignant neoplasm of connective tissue of breast (C50.-),C50.-,C50
2,C49.0,"Malignant neoplasm of connective and soft tissue of head, face and neck",excludes1,connective tissue of orbit (C69.6-),C69.6-,C69
2,C49.3,Malignant neoplasm of connective and soft tissue of thorax,excludes1,malignant neoplasm of breast (C50.-),C50.-,C50
2,C49.3,Malignant neoplasm of connective and soft tissue of thorax,excludes1,malignant neoplasm of heart (C38.0),C38.0,C38
2,C49.3,Malignant neoplasm of connective and soft tissue of thorax,excludes1,malignant neoplasm of mediastinum (C38.1-C38.3),C38.1-C38.3,C38
2,C49.3,Malignant neoplasm of connective and soft tissue of thorax,excludes1,malignant neoplasm of thymus (C37),C37,C37
