fiscalYear,code,codeDotted,billable,previousLongTitle,newLongTitle,previousShortTitle,newShortTitle
2017,C7A094,C7A.094,true,Malignant carcinoid tumor of the foregut NOS,"Malignant carcinoid tumor of the foregut, unspecified",Malignant carcinoid tumor of the foregut NOS,"Malignant carcinoid tumor of the foregut, unspecified"
2017,C7A095,C7A.095,true,Malignant carcinoid tumor of the midgut NOS,"Malignant carcinoid tumor of the midgut, unspecified",Malignant carcinoid tumor of the midgut NOS,"Malignant carcinoid tumor of the midgut, unspecified"
2017,C7A096,C7A.096,true,Malignant carcinoid tumor of the hindgut NOS,"Malignant carcinoid tumor of the hindgut, unspecified",Malignant carcinoid tumor of the hindgut NOS,"Malignant carcinoid tumor of the hindgut, unspecified"
2017,C811,C81.1,false,Nodular sclerosis classical Hodgkin lymphoma,Nodular sclerosis Hodgkin lymphoma,Nodular sclerosis classical Hodgkin lymphoma,Nodular sclerosis Hodgkin lymphoma
2017,C8110,C81.10,true,"Nodular sclerosis classical Hodgkin lymphoma, unspecified site","Nodular sclerosis Hodgkin lymphoma, unspecified site","Nodular sclerosis classical Hodgkin lymphoma, unsp site","Nodular sclerosis Hodgkin lymphoma, unspecified site"
2017,C8111,C81.11,true,"Nodular sclerosis classical Hodgkin lymphoma, lymph nodes of head, face, and neck","Nodular sclerosis Hodgkin lymphoma, lymph nodes of head, face, and neck","Nodlr scler class Hdgkn lymph, nodes of head, face, and neck","Nodular scler Hodgkin lymph, nodes of head, face, and neck"
2017,C8112,C81.12,true,"Nodular sclerosis classical Hodgkin lymphoma, intrathoracic lymph nodes","Nodular sclerosis Hodgkin lymphoma, intrathoracic lymph nodes","Nodular sclerosis class Hodgkin lymphoma, intrathorac nodes","Nodular sclerosis Hodgkin lymphoma, intrathorac lymph nodes"
2017,C8113,C81.13,true,"Nodular sclerosis classical Hodgkin lymphoma, intra-abdominal lymph nodes","Nodular sclerosis Hodgkin lymphoma, intra-abdominal lymph nodes","Nodular sclerosis class Hodgkin lymphoma, intra-abd nodes","Nodular sclerosis Hodgkin lymphoma, intra-abd lymph nodes"
2017,C8114,C81.14,true,"Nodular sclerosis classical Hodgkin lymphoma, lymph nodes of axilla and upper limb","Nodular sclerosis Hodgkin lymphoma, lymph nodes of axilla and upper limb","Nodlr scler class Hdgkn lymph, nodes of axla and upper limb","Nodular scler Hodgkin lymph, nodes of axilla and upper limb"
2017,C8115,C81.15,true,"Nodular sclerosis classical Hodgkin lymphoma, lymph nodes of inguinal region and lower limb","Nodular sclerosis Hodgkin lymphoma, lymph nodes of inguinal region and lower limb","Nodlr scler class Hdgkn lymph, nodes of ing rgn and low limb","Nodlr scler Hdgkn lymph, nodes of ing region and lower limb"
2017,C8116,C81.16,true,"Nodular sclerosis classical Hodgkin lymphoma, intrapelvic lymph nodes","Nodular sclerosis Hodgkin lymphoma, intrapelvic lymph nodes","Nodular sclerosis class Hodgkin lymphoma, intrapelv nodes","Nodular sclerosis Hodgkin lymphoma, intrapelvic lymph nodes"
2017,C8117,C81.17,true,"Nodular sclerosis classical Hodgkin lymphoma, spleen","Nodular sclerosis Hodgkin lymphoma, spleen","Nodular sclerosis classical Hodgkin lymphoma, spleen","Nodular sclerosis Hodgkin lymphoma, spleen"
2017,C8118,C81.18,true,"Nodular sclerosis classical Hodgkin lymphoma, lymph nodes of multiple sites","Nodular sclerosis Hodgkin lymphoma, lymph nodes of multiple sites","Nodular sclerosis class Hodgkin lymphoma, nodes mult site","Nodular sclerosis Hodgkin lymphoma, lymph nodes mult site"
2017,C8119,C81.19,true,"Nodular sclerosis classical Hodgkin lymphoma, extranodal and solid organ sites","Nodular sclerosis Hodgkin lymphoma, extranodal and solid organ sites","Nodlr scler class Hdgkn lymph, extrnod and solid organ sites","Nodular scler Hodgkin lymph, extrnod and solid organ sites"
2017,C812,C81.2,false,Mixed cellularity classical Hodgkin lymphoma,Mixed cellularity Hodgkin lymphoma,Mixed cellularity classical Hodgkin lymphoma,Mixed cellularity Hodgkin lymphoma
2017,C8120,C81.20,true,"Mixed cellularity classical Hodgkin lymphoma, unspecified site","Mixed cellularity Hodgkin lymphoma, unspecified site","Mixed cellularity classical Hodgkin lymphoma, unsp site","Mixed cellularity Hodgkin lymphoma, unspecified site"
2017,C8121,C81.21,true,"Mixed cellularity classical Hodgkin lymphoma, lymph nodes of head, face, and neck","Mixed cellularity Hodgkin lymphoma, lymph nodes of head, face, and neck","Mix cellular class Hdgkn lymph, nodes of head, face, and nk","Mixed cellular Hodgkin lymph, nodes of head, face, and neck"
2017,C8122,C81.22,true,"Mixed cellularity classical Hodgkin lymphoma, intrathoracic lymph nodes","Mixed cellularity Hodgkin lymphoma, intrathoracic lymph nodes","Mixed cellular classical Hodgkin lymphoma, intrathorac nodes","Mixed cellularity Hodgkin lymphoma, intrathorac lymph nodes"
2017,C8123,C81.23,true,"Mixed cellularity classical Hodgkin lymphoma, intra-abdominal lymph nodes","Mixed cellularity Hodgkin lymphoma, intra-abdominal lymph nodes","Mixed cellular classical Hodgkin lymphoma, intra-abd nodes","Mixed cellularity Hodgkin lymphoma, intra-abd lymph nodes"
2017,C8124,C81.24,true,"Mixed cellularity classical Hodgkin lymphoma, lymph nodes of axilla and upper limb","Mixed cellularity Hodgkin lymphoma, lymph nodes of axilla and upper limb","Mix cellular class Hdgkn lymph, nodes of axla and upper limb","Mixed cellular Hodgkin lymph, nodes of axilla and upper limb"
2017,C8125,C81.25,true,"Mixed cellularity classical Hodgkin lymphoma, lymph nodes of inguinal region and lower limb","Mixed cellularity Hodgkin lymphoma, lymph nodes of inguinal region and lower limb","Mix cellular class Hdgkn lymph, nodes of ing rgn and low lmb","Mixed cellular Hdgkn lymph, nodes of ing rgn and lower limb"
2017,C8126,C81.26,true,"Mixed cellularity classical Hodgkin lymphoma, intrapelvic lymph nodes","Mixed cellularity Hodgkin lymphoma, intrapelvic lymph nodes","Mixed cellular classical Hodgkin lymphoma, intrapelv nodes","Mixed cellularity Hodgkin lymphoma, intrapelvic lymph nodes"
2017,C8127,C81.27,true,"Mixed cellularity classical Hodgkin lymphoma, spleen","Mixed cellularity Hodgkin lymphoma, spleen","Mixed cellularity classical Hodgkin lymphoma, spleen","Mixed cellularity Hodgkin lymphoma, spleen"
2017,C8128,C81.28,true,"Mixed cellularity classical Hodgkin lymphoma, lymph nodes of multiple sites","Mixed cellularity Hodgkin lymphoma, lymph nodes of multiple sites","Mixed cellular classical Hodgkin lymphoma, nodes mult site","Mixed cellularity Hodgkin lymphoma, lymph nodes mult site"
2017,C8129,C81.29,true,"Mixed cellularity classical Hodgkin lymphoma, extranodal and solid organ sites","Mixed cellularity Hodgkin lymphoma, extranodal and solid organ sites","Mix cellular class Hdgkn lymph, extrnod and solid org sites","Mixed cellular Hodgkin lymph, extrnod and solid organ sites"
2017,C813,C81.3,false,Lymphocyte depleted classical Hodgkin lymphoma,Lymphocyte depleted Hodgkin lymphoma,Lymphocyte depleted classical Hodgkin lymphoma,Lymphocyte depleted Hodgkin lymphoma
2017,C8130,C81.30,true,"Lymphocyte depleted classical Hodgkin lymphoma, unspecified site","Lymphocyte depleted Hodgkin lymphoma, unspecified site","Lymphocyte depleted classical Hodgkin lymphoma, unsp site","Lymphocyte depleted Hodgkin lymphoma, unspecified site"
2017,C8131,C81.31,true,"Lymphocyte depleted classical Hodgkin lymphoma, lymph nodes of head, face, and neck","Lymphocyte depleted Hodgkin lymphoma, lymph nodes of head, face, and neck","Lymphocy deplet class Hdgkn lymph, nodes of head, face, & nk","Lymphocy deplet Hodgkin lymph, nodes of head, face, and neck"
2017,C8132,C81.32,true,"Lymphocyte depleted classical Hodgkin lymphoma, intrathoracic lymph nodes","Lymphocyte depleted Hodgkin lymphoma, intrathoracic lymph nodes","Lymphocy depleted class Hodgkin lymphoma, intrathorac nodes","Lymphocyte depleted Hodgkin lymphoma, intrathorac nodes"
2017,C8133,C81.33,true,"Lymphocyte depleted classical Hodgkin lymphoma, intra-abdominal lymph nodes","Lymphocyte depleted Hodgkin lymphoma, intra-abdominal lymph nodes","Lymphocy depleted class Hodgkin lymphoma, intra-abd nodes","Lymphocyte depleted Hodgkin lymphoma, intra-abd lymph nodes"
2017,C8134,C81.34,true,"Lymphocyte depleted classical Hodgkin lymphoma, lymph nodes of axilla and upper limb","Lymphocyte depleted Hodgkin lymphoma, lymph nodes of axilla and upper limb","Lymphocy deplet class Hdgkn lymph, nodes of axla and upr lmb","Lymphocy deplet Hdgkn lymph, nodes of axilla and upper limb"
2017,C8135,C81.35,true,"Lymphocyte depleted classical Hodgkin lymphoma, lymph nodes of inguinal region and lower limb","Lymphocyte depleted Hodgkin lymphoma, lymph nodes of inguinal region and lower limb","Lymphocy deplet class Hdgkn lymph,nodes of ing rgn & low lmb","Lymphocy deplet Hdgkn lymph, nodes of ing rgn and lower limb"
2017,C8136,C81.36,true,"Lymphocyte depleted classical Hodgkin lymphoma, intrapelvic lymph nodes","Lymphocyte depleted Hodgkin lymphoma, intrapelvic lymph nodes","Lymphocy depleted class Hodgkin lymphoma, intrapelv nodes","Lymphocyte depleted Hodgkin lymphoma, intrapelv lymph nodes"
2017,C8137,C81.37,true,"Lymphocyte depleted classical Hodgkin lymphoma, spleen","Lymphocyte depleted Hodgkin lymphoma, spleen","Lymphocyte depleted classical Hodgkin lymphoma, spleen","Lymphocyte depleted Hodgkin lymphoma, spleen"
2017,C8138,C81.38,true,"Lymphocyte depleted classical Hodgkin lymphoma, lymph nodes of multiple sites","Lymphocyte depleted Hodgkin lymphoma, lymph nodes of multiple sites","Lymphocy depleted class Hodgkin lymphoma, nodes mult site","Lymphocyte depleted Hodgkin lymphoma, lymph nodes mult site"
2017,C8139,C81.39,true,"Lymphocyte depleted classical Hodgkin lymphoma, extranodal and solid organ sites","Lymphocyte depleted Hodgkin lymphoma, extranodal and solid organ sites","Lymphocy deplet class Hdgkn lymph, extrnod & solid org site","Lymphocy deplet Hodgkin lymph, extrnod and solid organ sites"
2017,C814,C81.4,false,Lymphocyte-rich classical Hodgkin lymphoma,Lymphocyte-rich Hodgkin lymphoma,Lymphocyte-rich classical Hodgkin lymphoma,Lymphocyte-rich Hodgkin lymphoma
2017,C8140,C81.40,true,"Lymphocyte-rich classical Hodgkin lymphoma, unspecified site","Lymphocyte-rich Hodgkin lymphoma, unspecified site","Lymphocyte-rich classical Hodgkin lymphoma, unspecified site","Lymphocyte-rich Hodgkin lymphoma, unspecified site"
2017,C8141,C81.41,true,"Lymphocyte-rich classical Hodgkin lymphoma, lymph nodes of head, face, and neck","Lymphocyte-rich Hodgkin lymphoma, lymph nodes of head, face, and neck","Lymp-rich class Hodgkin lymph, nodes of head, face, and neck","Lymp-rich Hodgkin lymphoma, nodes of head, face, and neck"
2017,C8142,C81.42,true,"Lymphocyte-rich classical Hodgkin lymphoma, intrathoracic lymph nodes","Lymphocyte-rich Hodgkin lymphoma, intrathoracic lymph nodes","Lymp-rich classical Hodgkin lymphoma, intrathorac nodes","Lymphocyte-rich Hodgkin lymphoma, intrathoracic lymph nodes"
2017,C8143,C81.43,true,"Lymphocyte-rich classical Hodgkin lymphoma, intra-abdominal lymph nodes","Lymphocyte-rich Hodgkin lymphoma, intra-abdominal lymph nodes","Lymp-rich classical Hodgkin lymphoma, intra-abd lymph nodes","Lymphocyte-rich Hodgkin lymphoma, intra-abd lymph nodes"
2017,C8144,C81.44,true,"Lymphocyte-rich classical Hodgkin lymphoma, lymph nodes of axilla and upper limb","Lymphocyte-rich Hodgkin lymphoma, lymph nodes of axilla and upper limb","Lymp-rich class Hdgkn lymph, nodes of axilla and upper limb","Lymp-rich Hodgkin lymphoma, nodes of axilla and upper limb"
2017,C8145,C81.45,true,"Lymphocyte-rich classical Hodgkin lymphoma, lymph nodes of inguinal region and lower limb","Lymphocyte-rich Hodgkin lymphoma, lymph nodes of inguinal region and lower limb","Lymp-rich class Hdgkn lymph, nodes of ing rgn and lower limb","Lymp-rich Hodgkin lymph, nodes of ing region and lower limb"
2017,C8146,C81.46,true,"Lymphocyte-rich classical Hodgkin lymphoma, intrapelvic lymph nodes","Lymphocyte-rich Hodgkin lymphoma, intrapelvic lymph nodes","Lymp-rich classical Hodgkin lymphoma, intrapelv lymph nodes","Lymphocyte-rich Hodgkin lymphoma, intrapelvic lymph nodes"
2017,C8147,C81.47,true,"Lymphocyte-rich classical Hodgkin lymphoma, spleen","Lymphocyte-rich Hodgkin lymphoma, spleen","Lymphocyte-rich classical Hodgkin lymphoma, spleen","Lymphocyte-rich Hodgkin lymphoma, spleen"
2017,C8148,C81.48,true,"Lymphocyte-rich classical Hodgkin lymphoma, lymph nodes of multiple sites","Lymphocyte-rich Hodgkin lymphoma, lymph nodes of multiple sites","Lymp-rich classical Hodgkin lymphoma, lymph nodes mult site","Lymphocyte-rich Hodgkin lymphoma, lymph nodes mult site"
2017,C8149,C81.49,true,"Lymphocyte-rich classical Hodgkin lymphoma, extranodal and solid organ sites","Lymphocyte-rich Hodgkin lymphoma, extranodal and solid organ sites","Lymp-rich class Hodgkin lymph, extrnod and solid organ sites","Lymp-rich Hodgkin lymphoma, extranodal and solid organ sites"
2017,C817,C81.7,false,Other classical Hodgkin lymphoma,Other Hodgkin lymphoma,Other classical Hodgkin lymphoma,Other Hodgkin lymphoma
2017,C8170,C81.70,true,"Other classical Hodgkin lymphoma, unspecified site","Other Hodgkin lymphoma, unspecified site","Other classical Hodgkin lymphoma, unspecified site","Other Hodgkin lymphoma, unspecified site"
2017,C8171,C81.71,true,"Other classical Hodgkin lymphoma, lymph nodes of head, face, and neck","Other Hodgkin lymphoma, lymph nodes of head, face, and neck","Oth class Hodgkin lymphoma, nodes of head, face, and neck","Other Hodgkin lymphoma, lymph nodes of head, face, and neck"
2017,C8172,C81.72,true,"Other classical Hodgkin lymphoma, intrathoracic lymph nodes","Other Hodgkin lymphoma, intrathoracic lymph nodes","Other classical Hodgkin lymphoma, intrathoracic lymph nodes","Other Hodgkin lymphoma, intrathoracic lymph nodes"
2017,C8173,C81.73,true,"Other classical Hodgkin lymphoma, intra-abdominal lymph nodes","Other Hodgkin lymphoma, intra-abdominal lymph nodes","Oth classical Hodgkin lymphoma, intra-abdominal lymph nodes","Other Hodgkin lymphoma, intra-abdominal lymph nodes"
2017,C8174,C81.74,true,"Other classical Hodgkin lymphoma, lymph nodes of axilla and upper limb","Other Hodgkin lymphoma, lymph nodes of axilla and upper limb","Oth class Hodgkin lymphoma, nodes of axilla and upper limb","Other Hodgkin lymphoma, lymph nodes of axilla and upper limb"
2017,C8175,C81.75,true,"Other classical Hodgkin lymphoma, lymph nodes of inguinal region and lower limb","Other Hodgkin lymphoma, lymph nodes of inguinal region and lower limb","Oth class Hodgkin lymph, nodes of ing region and lower limb","Other Hodgkin lymphoma, nodes of ing region and lower limb"
2017,C8176,C81.76,true,"Other classical Hodgkin lymphoma, intrapelvic lymph nodes","Other Hodgkin lymphoma, intrapelvic lymph nodes","Other classical Hodgkin lymphoma, intrapelvic lymph nodes","Other Hodgkin lymphoma, intrapelvic lymph nodes"
2017,C8177,C81.77,true,"Other classical Hodgkin lymphoma, spleen","Other Hodgkin lymphoma, spleen","Other classical Hodgkin lymphoma, spleen","Other Hodgkin lymphoma, spleen"
2017,C8178,C81.78,true,"Other classical Hodgkin lymphoma, lymph nodes of multiple sites","Other Hodgkin lymphoma, lymph nodes of multiple sites","Oth classical Hodgkin lymphoma, lymph nodes mult site","Other Hodgkin lymphoma, lymph nodes of multiple sites"
2017,C8179,C81.79,true,"Other classical Hodgkin lymphoma, extranodal and solid organ sites","Other Hodgkin lymphoma, extranodal and solid organ sites","Oth class Hodgkin lymphoma, extrnod and solid organ sites","Other Hodgkin lymphoma, extranodal and solid organ sites"
2017,D103,D10.3,false,Other and unspecified parts of mouth,Benign neoplasm of other and unspecified parts of mouth,Other and unspecified parts of mouth,Benign neoplasm of other and unspecified parts of mouth
2017,D3A094,D3A.094,true,Benign carcinoid tumor of the foregut NOS,"Benign carcinoid tumor of the foregut, unspecified",Benign carcinoid tumor of the foregut NOS,"Benign carcinoid tumor of the foregut, unspecified"
2017,D3A095,D3A.095,true,Benign carcinoid tumor of the midgut NOS,"Benign carcinoid tumor of the midgut, unspecified",Benign carcinoid tumor of the midgut NOS,"Benign carcinoid tumor of the midgut, unspecified"
2017,D3A096,D3A.096,true,Benign carcinoid tumor of the hindgut NOS,"Benign carcinoid tumor of the hindgut, unspecified",Benign carcinoid tumor of the hindgut NOS,"Benign carcinoid tumor of the hindgut, unspecified"
2017,D462,D46.2,false,Refractory anemia with excess of blasts,Refractory anemia with excess of blasts [RAEB],Refractory anemia with excess of blasts,Refractory anemia with excess of blasts [RAEB]
2017,D782,D78.2,false,Postprocedural hemorrhage and hematoma of the spleen following a procedure,Postprocedural hemorrhage of the spleen following a procedure,Postproc hemor/hemtom of the spleen following a procedure,Postproc hemorrhage of the spleen following a procedure
2017,D7821,D78.21,true,Postprocedural hemorrhage and hematoma of the spleen following a procedure on the spleen,Postprocedural hemorrhage of the spleen following a procedure on the spleen,Postprocedural hemor/hemtom of the spleen fol proc on spleen,Postprocedural hemorrhage of the spleen fol proc on spleen
2017,D7822,D78.22,true,Postprocedural hemorrhage and hematoma of the spleen following other procedure,Postprocedural hemorrhage of the spleen following other procedure,Postproc hemor/hemtom of the spleen following oth procedure,Postproc hemorrhage of the spleen following other procedure
2017,E8981,E89.81,false,Postprocedural hemorrhage and hematoma of an endocrine system organ or structure following a procedure,Postprocedural hemorrhage of an endocrine system organ or structure following a procedure,Postproc hemor/hemtom of an endo sys org fol a procedure,Postproc hemorrhage of an endo sys org following a procedure
2017,E89810,E89.810,true,Postprocedural hemorrhage and hematoma of an endocrine system organ or structure following an endocrine system procedure,Postprocedural hemorrhage of an endocrine system organ or structure following an endocrine system procedure,Postproc hemor/hemtom of endo sys org fol an endo sys proc,Postproc hemor of an endo sys org fol an endo sys procedure
2017,E89811,E89.811,true,Postprocedural hemorrhage and hematoma of an endocrine system organ or structure following other procedure,Postprocedural hemorrhage of an endocrine system organ or structure following other procedure,Postproc hemor/hemtom of an endo sys org fol oth procedure,Postproc hemor of an endo sys org following other procedure
2017,F641,F64.1,true,Gender identity disorder in adolescence and adulthood,Dual role transvestism,Gender identity disorder in adolescence and adulthood,Dual role transvestism
2017,G975,G97.5,false,Postprocedural hemorrhage and hematoma of a nervous system organ or structure following a procedure,Postprocedural hemorrhage of a nervous system organ or structure following a procedure,Postproc hemor/hemtom of a nervous sys org fol a procedure,Postproc hemor of a nervous sys org following a procedure
2017,G9751,G97.51,true,Postprocedural hemorrhage and hematoma of a nervous system organ or structure following a nervous system procedure,Postprocedural hemorrhage of a nervous system organ or structure following a nervous system procedure,Postproc hemor/hemtom of a nrv sys org fol a nrv sys proc,Postproc hemor of a nervous sys org fol a nervous sys proc
2017,G9752,G97.52,true,Postprocedural hemorrhage and hematoma of a nervous system organ or structure following other procedure,Postprocedural hemorrhage of a nervous system organ or structure following other procedure,Postproc hemor/hemtom of a nervous sys org fol oth procedure,Postproc hemor of a nervous sys org fol other procedure
2017,H593,H59.3,false,Postprocedural hemorrhage and hematoma of eye and adnexa following a procedure,"Postprocedural hemorrhage, hematoma, and seroma of eye and adnexa following a procedure",Postproc hemor/hemtom of eye and adnexa fol a procedure,"Postp hemor, hematoma, and seroma of eye and adnx fol a proc"
2017,H5931,H59.31,false,Postprocedural hemorrhage and hematoma of eye and adnexa following an ophthalmic procedure,Postprocedural hemorrhage of eye and adnexa following an ophthalmic procedure,Postproc hemor/hemtom of eye and adnexa fol an opth proc,Postproc hemor of eye and adnexa following an opth procedure
2017,H59311,H59.311,true,Postprocedural hemorrhage and hematoma of right eye and adnexa following an ophthalmic procedure,Postprocedural hemorrhage of right eye and adnexa following an ophthalmic procedure,Postproc hemor/hemtom of r eye and adnexa fol an opth proc,Postproc hemor of right eye and adnexa fol an opth procedure
2017,H59312,H59.312,true,Postprocedural hemorrhage and hematoma of left eye and adnexa following an ophthalmic procedure,Postprocedural hemorrhage of left eye and adnexa following an ophthalmic procedure,Postproc hemor/hemtom of l eye and adnexa fol an opth proc,Postproc hemor of left eye and adnexa fol an opth procedure
2017,H59313,H59.313,true,"Postprocedural hemorrhage and hematoma of eye and adnexa following an ophthalmic procedure, bilateral","Postprocedural hemorrhage of eye and adnexa following an ophthalmic procedure, bilateral","Postproc hemor/hemtom of eye and adnexa fol an opth proc, bi","Postproc hemor of eye and adnexa fol an opth procedure, bi"
2017,H59319,H59.319,true,Postprocedural hemorrhage and hematoma of unspecified eye and adnexa following an ophthalmic procedure,Postprocedural hemorrhage of unspecified eye and adnexa following an ophthalmic procedure,Postproc hemor/hemtom of unsp eye and adnx fol an opth proc,Postproc hemor of unsp and adnexa fol an opth procedure
2017,H5932,H59.32,false,Postprocedural hemorrhage and hematoma of eye and adnexa following other procedure,Postprocedural hemorrhage of eye and adnexa following other procedure,Postproc hemor/hemtom of eye and adnexa fol oth procedure,Postproc hemor of eye and adnexa following other procedure
2017,H59321,H59.321,true,Postprocedural hemorrhage and hematoma of right eye and adnexa following other procedure,Postprocedural hemorrhage of right eye and adnexa following other procedure,Postproc hemor/hemtom of right eye and adnexa fol oth proc,Postproc hemor of right eye and adnexa fol other procedure
2017,H59322,H59.322,true,Postprocedural hemorrhage and hematoma of left eye and adnexa following other procedure,Postprocedural hemorrhage of left eye and adnexa following other procedure,Postproc hemor/hemtom of left eye and adnexa fol oth proc,Postproc hemor of left eye and adnexa fol other procedure
2017,H59323,H59.323,true,"Postprocedural hemorrhage and hematoma of eye and adnexa following other procedure, bilateral","Postprocedural hemorrhage of eye and adnexa following other procedure, bilateral","Postproc hemor/hemtom of eye and adnexa fol oth proc, bi","Postproc hemor of eye and adnexa fol other procedure, bi"
2017,H59329,H59.329,true,Postprocedural hemorrhage and hematoma of unspecified eye and adnexa following other procedure,Postprocedural hemorrhage of unspecified eye and adnexa following other procedure,Postproc hemor/hemtom of unsp eye and adnexa fol oth proc,Postproc hemor of unsp and adnexa following other procedure
2017,H954,H95.4,false,Postprocedural hemorrhage and hematoma of ear and mastoid process following a procedure,Postprocedural hemorrhage of ear and mastoid process following a procedure,Postproc hemor/hemtom of ear/mastd following a procedure,Postprocedural hemorrhage of ear/mastd following a procedure
2017,H9541,H95.41,true,Postprocedural hemorrhage and hematoma of ear and mastoid process following a procedure on the ear and mastoid process,Postprocedural hemorrhage of ear and mastoid process following a procedure on the ear and mastoid process,Postproc hemor/hemtom of ear/mastd fol proc on ear/mastd,Postprocedural hemorrhage of ear/mastd fol proc on ear/mastd
2017,H9542,H95.42,true,Postprocedural hemorrhage and hematoma of ear and mastoid process following other procedure,Postprocedural hemorrhage of ear and mastoid process following other procedure,Postproc hemor/hemtom of ear/mastd following oth procedure,Postproc hemorrhage of ear/mastd following other procedure
2017,I7779,I77.79,true,Dissection of other artery,Dissection of other specified artery,Dissection of other artery,Dissection of other specified artery
2017,I976,I97.6,false,Postprocedural hemorrhage and hematoma of a circulatory system organ or structure following a procedure,"Postprocedural hemorrhage, hematoma and seroma of a circulatory system organ or structure following a procedure",Postproc hemor/hemtom of a circ sys org fol a procedure,"Postp hemor, hematoma and seroma of circ sys org fol a proc"
2017,I9761,I97.61,false,Postprocedural hemorrhage and hematoma of a circulatory system organ or structure following a circulatory system procedure,Postprocedural hemorrhage of a circulatory system organ or structure following a circulatory system procedure,Postproc hemor/hemtom of a circ sys org fol a circ sys proc,Postproc hemor of a circ sys org fol a circ sys procedure
2017,I97610,I97.610,true,Postprocedural hemorrhage and hematoma of a circulatory system organ or structure following a cardiac catheterization,Postprocedural hemorrhage of a circulatory system organ or structure following a cardiac catheterization,Postproc hemor/hemtom of a circ sys org fol a cardiac cath,Postproc hemor of a circ sys org following a cardiac cath
2017,I97611,I97.611,true,Postprocedural hemorrhage and hematoma of a circulatory system organ or structure following cardiac bypass,Postprocedural hemorrhage of a circulatory system organ or structure following cardiac bypass,Postproc hemor/hemtom of a circ sys org fol cardiac bypass,Postproc hemor of a circ sys org following cardiac bypass
2017,I97618,I97.618,true,Postprocedural hemorrhage and hematoma of a circulatory system organ or structure following other circulatory system procedure,Postprocedural hemorrhage of a circulatory system organ or structure following other circulatory system procedure,Postproc hemor/hemtom of circ sys org fol oth circ sys proc,Postproc hemor of a circ sys org fol other circ sys proc
2017,I9762,I97.62,false,Postprocedural hemorrhage and hematoma of a circulatory system organ or structure following other procedure,"Postprocedural hemorrhage, hematoma and seroma of a circulatory system organ or structure following other procedure",Postproc hemor/hemtom of a circ sys org fol oth procedure,"Postp hemor, hematoma & seroma of circ sys org fol oth proc"
2017,I97820,I97.820,true,Postprocedural cerebrovascular infarction during cardiac surgery,Postprocedural cerebrovascular infarction following cardiac surgery,Postprocedural cerebvasc infarction during cardiac surgery,Postproc cerebvasc infarction following cardiac surgery
2017,I97821,I97.821,true,Postprocedural cerebrovascular infarction during other surgery,Postprocedural cerebrovascular infarction following other surgery,Postprocedural cerebrovascular infarction during oth surgery,Postprocedural cerebvasc infarction following other surgery
2017,J9583,J95.83,false,Postprocedural hemorrhage and hematoma of a respiratory system organ or structure following a procedure,Postprocedural hemorrhage of a respiratory system organ or structure following a procedure,Postproc hemor/hemtom of a resp sys org fol a procedure,Postproc hemorrhage of a resp sys org following a procedure
2017,J95830,J95.830,true,Postprocedural hemorrhage and hematoma of a respiratory system organ or structure following a respiratory system procedure,Postprocedural hemorrhage of a respiratory system organ or structure following a respiratory system procedure,Postproc hemor/hemtom of a resp sys org fol a resp sys proc,Postproc hemor of a resp sys org fol a resp sys procedure
2017,J95831,J95.831,true,Postprocedural hemorrhage and hematoma of a respiratory system organ or structure following other procedure,Postprocedural hemorrhage of a respiratory system organ or structure following other procedure,Postproc hemor/hemtom of a resp sys org fol oth procedure,Postproc hemor of a resp sys org following other procedure
2017,K904,K90.4,false,"Malabsorption due to intolerance, not elsewhere classified",Other malabsorption due to intolerance,"Malabsorption due to intolerance, not elsewhere classified",Other malabsorption due to intolerance
2017,K9161,K91.61,true,Intraoperative hemorrhage and hematoma of a digestive system organ or structure complicating a digestive sytem procedure,Intraoperative hemorrhage and hematoma of a digestive system organ or structure complicating a digestive system procedure,Intraop hemor/hemtom of dgstv sys org comp a dgstv sys proc,Intraop hemor/hemtom of dgstv sys org comp a dgstv sys proc
2017,K9184,K91.84,false,Postprocedural hemorrhage and hematoma of a digestive system organ or structure following a procedure,Postprocedural hemorrhage of a digestive system organ or structure following a procedure,Postproc hemor/hemtom of a dgstv sys org fol a procedure,Postproc hemorrhage of a dgstv sys org following a procedure
2017,K91840,K91.840,true,Postprocedural hemorrhage and hematoma of a digestive system organ or structure following a digestive system procedure,Postprocedural hemorrhage of a digestive system organ or structure following a digestive system procedure,Postproc hemor/hemtom of dgstv sys org fol a dgstv sys proc,Postproc hemor of a dgstv sys org fol a dgstv sys procedure
2017,K91841,K91.841,true,Postprocedural hemorrhage and hematoma of a digestive system organ or structure following other procedure,Postprocedural hemorrhage of a digestive system organ or structure following other procedure,Postproc hemor/hemtom of a dgstv sys org fol oth procedure,Postproc hemor of a dgstv sys org following other procedure
2017,L705,L70.5,true,Acne excoriee des jeunes filles,Acne excoriee,Acne excoriee des jeunes filles,Acne excoriee
2017,L762,L76.2,false,Postprocedural hemorrhage and hematoma of skin and subcutaneous tissue following a procedure,Postprocedural hemorrhage of skin and subcutaneous tissue following a procedure,"Postproc hemor/hemtom of skin, subcu following a procedure","Postproc hemorrhage of skin, subcu following a procedure"
