fiscalYear,code,codeDotted,billable,previousLongTitle,newLongTitle,previousShortTitle,newShortTitle
2019,S62655P,S62.655P,true,"Nondisplaced fracture of medial phalanx of left ring finger, subsequent encounter for fracture with malunion","Nondisplaced fracture of middle phalanx of left ring finger, subsequent encounter for fracture with malunion","Nondisp fx of med phalanx of l rng fngr, 7thP","Nondisp fx of middle phalanx of left ring finger, 7thP"
2019,S62655S,S62.655S,true,"Nondisplaced fracture of medial phalanx of left ring finger, sequela","Nondisplaced fracture of middle phalanx of left ring finger, sequela","Nondisp fx of medial phalanx of left ring finger, sequela","Nondisp fx of middle phalanx of left ring finger, sequela"
2019,S62656,S62.656,false,Nondisplaced fracture of medial phalanx of right little finger,Nondisplaced fracture of middle phalanx of right little finger,Nondisp fx of medial phalanx of right little finger,Nondisp fx of middle phalanx of right little finger
2019,S62656A,S62.656A,true,"Nondisplaced fracture of medial phalanx of right little finger, initial encounter for closed fracture","Nondisplaced fracture of middle phalanx of right little finger, initial encounter for closed fracture","Nondisp fx of medial phalanx of right little finger, init","Nondisp fx of middle phalanx of right little finger, init"
2019,S62656B,S62.656B,true,"Nondisplaced fracture of medial phalanx of right little finger, initial encounter for open fracture","Nondisplaced fracture of middle phalanx of right little finger, initial encounter for open fracture","Nondisp fx of medial phalanx of r lit fngr, init for opn fx","Nondisp fx of middle phalanx of right little finger, 7thB"
2019,S62656D,S62.656D,true,"Nondisplaced fracture of medial phalanx of right little finger, subsequent encounter for fracture with routine healing","Nondisplaced fracture of middle phalanx of right little finger, subsequent encounter for fracture with routine healing","Nondisp fx of med phalanx of r lit fngr, 7thD","Nondisp fx of middle phalanx of right little finger, 7thD"
2019,S62656G,S62.656G,true,"Nondisplaced fracture of medial phalanx of right little finger, subsequent encounter for fracture with delayed healing","Nondisplaced fracture of middle phalanx of right little finger, subsequent encounter for fracture with delayed healing","Nondisp fx of med phalanx of r lit fngr, 7thG","Nondisp fx of middle phalanx of right little finger, 7thG"
2019,S62656K,S62.656K,true,"Nondisplaced fracture of medial phalanx of right little finger, subsequent encounter for fracture with nonunion","Nondisplaced fracture of middle phalanx of right little finger, subsequent encounter for fracture with nonunion","Nondisp fx of med phalanx of r lit fngr, 7thK","Nondisp fx of middle phalanx of right little finger, 7thK"
2019,S62656P,S62.656P,true,"Nondisplaced fracture of medial phalanx of right little finger, subsequent encounter for fracture with malunion","Nondisplaced fracture of middle phalanx of right little finger, subsequent encounter for fracture with malunion","Nondisp fx of med phalanx of r lit fngr, 7thP","Nondisp fx of middle phalanx of right little finger, 7thP"
2019,S62656S,S62.656S,true,"Nondisplaced fracture of medial phalanx of right little finger, sequela","Nondisplaced fracture of middle phalanx of right little finger, sequela","Nondisp fx of medial phalanx of right little finger, sequela","Nondisp fx of middle phalanx of right little finger, sequela"
2019,S62657,S62.657,false,Nondisplaced fracture of medial phalanx of left little finger,Nondisplaced fracture of middle phalanx of left little finger,Nondisp fx of medial phalanx of left little finger,Nondisp fx of middle phalanx of left little finger
2019,S62657A,S62.657A,true,"Nondisplaced fracture of medial phalanx of left little finger, initial encounter for closed fracture","Nondisplaced fracture of middle phalanx of left little finger, initial encounter for closed fracture","Nondisp fx of medial phalanx of left little finger, init","Nondisp fx of middle phalanx of left little finger, init"
2019,S62657B,S62.657B,true,"Nondisplaced fracture of medial phalanx of left little finger, initial encounter for open fracture","Nondisplaced fracture of middle phalanx of left little finger, initial encounter for open fracture","Nondisp fx of medial phalanx of l lit fngr, init for opn fx","Nondisp fx of middle phalanx of left little finger, 7thB"
2019,S62657D,S62.657D,true,"Nondisplaced fracture of medial phalanx of left little finger, subsequent encounter for fracture with routine healing","Nondisplaced fracture of middle phalanx of left little finger, subsequent encounter for fracture with routine healing","Nondisp fx of med phalanx of l lit fngr, 7thD","Nondisp fx of middle phalanx of left little finger, 7thD"
2019,S62657G,S62.657G,true,"Nondisplaced fracture of medial phalanx of left little finger, subsequent encounter for fracture with delayed healing","Nondisplaced fracture of middle phalanx of left little finger, subsequent encounter for fracture with delayed healing","Nondisp fx of med phalanx of l lit fngr, 7thG","Nondisp fx of middle phalanx of left little finger, 7thG"
2019,S62657K,S62.657K,true,"Nondisplaced fracture of medial phalanx of left little finger, subsequent encounter for fracture with nonunion","Nondisplaced fracture of middle phalanx of left little finger, subsequent encounter for fracture with nonunion","Nondisp fx of med phalanx of l lit fngr, 7thK","Nondisp fx of middle phalanx of left little finger, 7thK"
2019,S62657P,S62.657P,true,"Nondisplaced fracture of medial phalanx of left little finger, subsequent encounter for fracture with malunion","Nondisplaced fracture of middle phalanx of left little finger, subsequent encounter for fracture with malunion","Nondisp fx of med phalanx of l lit fngr, 7thP","Nondisp fx of middle phalanx of left little finger, 7thP"
2019,S62657S,S62.657S,true,"Nondisplaced fracture of medial phalanx of left little finger, sequela","Nondisplaced fracture of middle phalanx of left little finger, sequela","Nondisp fx of medial phalanx of left little finger, sequela","Nondisp fx of middle phalanx of left little finger, sequela"
2019,S62658,S62.658,false,Nondisplaced fracture of medial phalanx of other finger,Nondisplaced fracture of middle phalanx of other finger,Nondisplaced fracture of medial phalanx of other finger,Nondisplaced fracture of middle phalanx of other finger
2019,S62658A,S62.658A,true,"Nondisplaced fracture of medial phalanx of other finger, initial encounter for closed fracture","Nondisplaced fracture of middle phalanx of other finger, initial encounter for closed fracture","Nondisp fx of medial phalanx of oth finger, init for clos fx","Nondisp fx of middle phalanx of other finger, init"
2019,S62658B,S62.658B,true,"Nondisplaced fracture of medial phalanx of other finger, initial encounter for open fracture","Nondisplaced fracture of middle phalanx of other finger, initial encounter for open fracture","Nondisp fx of medial phalanx of oth finger, init for opn fx","Nondisp fx of middle phalanx of other finger, 7thB"
2019,S62658D,S62.658D,true,"Nondisplaced fracture of medial phalanx of other finger, subsequent encounter for fracture with routine healing","Nondisplaced fracture of middle phalanx of other finger, subsequent encounter for fracture with routine healing","Nondisp fx of med phalanx of fngr, subs for fx w routn heal","Nondisp fx of middle phalanx of other finger, 7thD"
2019,S62658G,S62.658G,true,"Nondisplaced fracture of medial phalanx of other finger, subsequent encounter for fracture with delayed healing","Nondisplaced fracture of middle phalanx of other finger, subsequent encounter for fracture with delayed healing","Nondisp fx of med phalanx of fngr, subs for fx w delay heal","Nondisp fx of middle phalanx of other finger, 7thG"
2019,S62658K,S62.658K,true,"Nondisplaced fracture of medial phalanx of other finger, subsequent encounter for fracture with nonunion","Nondisplaced fracture of middle phalanx of other finger, subsequent encounter for fracture with nonunion","Nondisp fx of medial phalanx of fngr, subs for fx w nonunion","Nondisp fx of middle phalanx of other finger, 7thK"
2019,S62658P,S62.658P,true,"Nondisplaced fracture of medial phalanx of other finger, subsequent encounter for fracture with malunion","Nondisplaced fracture of middle phalanx of other finger, subsequent encounter for fracture with malunion","Nondisp fx of medial phalanx of fngr, subs for fx w malunion","Nondisp fx of middle phalanx of other finger, 7thP"
2019,S62658S,S62.658S,true,"Nondisplaced fracture of medial phalanx of other finger, sequela","Nondisplaced fracture of middle phalanx of other finger, sequela","Nondisp fx of medial phalanx of other finger, sequela","Nondisp fx of middle phalanx of other finger, sequela"
2019,S62659,S62.659,false,Nondisplaced fracture of medial phalanx of unspecified finger,Nondisplaced fracture of middle phalanx of unspecified finger,Nondisp fx of medial phalanx of unspecified finger,Nondisp fx of middle phalanx of unspecified finger
2019,S62659A,S62.659A,true,"Nondisplaced fracture of medial phalanx of unspecified finger, initial encounter for closed fracture","Nondisplaced fracture of middle phalanx of unspecified finger, initial encounter for closed fracture","Nondisp fx of medial phalanx of unsp finger, init","Nondisp fx of middle phalanx of unspecified finger, init"
2019,S62659B,S62.659B,true,"Nondisplaced fracture of medial phalanx of unspecified finger, initial encounter for open fracture","Nondisplaced fracture of middle phalanx of unspecified finger, initial encounter for open fracture","Nondisp fx of medial phalanx of unsp finger, init for opn fx","Nondisp fx of middle phalanx of unspecified finger, 7thB"
2019,S62659D,S62.659D,true,"Nondisplaced fracture of medial phalanx of unspecified finger, subsequent encounter for fracture with routine healing","Nondisplaced fracture of middle phalanx of unspecified finger, subsequent encounter for fracture with routine healing","Nondisp fx of med phalanx of unsp fngr, 7thD","Nondisp fx of middle phalanx of unspecified finger, 7thD"
2019,S62659G,S62.659G,true,"Nondisplaced fracture of medial phalanx of unspecified finger, subsequent encounter for fracture with delayed healing","Nondisplaced fracture of middle phalanx of unspecified finger, subsequent encounter for fracture with delayed healing","Nondisp fx of med phalanx of unsp fngr, 7thG","Nondisp fx of middle phalanx of unspecified finger, 7thG"
2019,S62659K,S62.659K,true,"Nondisplaced fracture of medial phalanx of unspecified finger, subsequent encounter for fracture with nonunion","Nondisplaced fracture of middle phalanx of unspecified finger, subsequent encounter for fracture with nonunion","Nondisp fx of med phalanx of unsp fngr, 7thK","Nondisp fx of middle phalanx of unspecified finger, 7thK"
2019,S62659P,S62.659P,true,"Nondisplaced fracture of medial phalanx of unspecified finger, subsequent encounter for fracture with malunion","Nondisplaced fracture of middle phalanx of unspecified finger, subsequent encounter for fracture with malunion","Nondisp fx of med phalanx of unsp fngr, 7thP","Nondisp fx of middle phalanx of unspecified finger, 7thP"
2019,S62659S,S62.659S,true,"Nondisplaced fracture of medial phalanx of unspecified finger, sequela","Nondisplaced fracture of middle phalanx of unspecified finger, sequela","Nondisp fx of medial phalanx of unspecified finger, sequela","Nondisp fx of middle phalanx of unspecified finger, sequela"
2019,S99101,S99.101,false,Unspecified physeal fracture of right  metatarsal,Unspecified physeal fracture of right metatarsal,Unspecified physeal fracture of right  metatarsal,Unspecified physeal fracture of right metatarsal
2019,S99101A,S99.101A,true,"Unspecified physeal fracture of right  metatarsal, initial encounter for closed fracture","Unspecified physeal fracture of right metatarsal, initial encounter for closed fracture","Unspecified physeal fracture of right metatarsal, init","Unspecified physeal fracture of right metatarsal, init"
2019,S99101B,S99.101B,true,"Unspecified physeal fracture of right  metatarsal, initial encounter for open fracture","Unspecified physeal fracture of right metatarsal, initial encounter for open fracture","Unspecified physeal fracture of right metatarsal, 7thB","Unspecified physeal fracture of right metatarsal, 7thB"
2019,S99101D,S99.101D,true,"Unspecified physeal fracture of right  metatarsal, subsequent encounter for fracture with routine healing","Unspecified physeal fracture of right metatarsal, subsequent encounter for fracture with routine healing","Unspecified physeal fracture of right metatarsal, 7thD","Unspecified physeal fracture of right metatarsal, 7thD"
2019,S99101G,S99.101G,true,"Unspecified physeal fracture of right  metatarsal, subsequent encounter for fracture with delayed healing","Unspecified physeal fracture of right metatarsal, subsequent encounter for fracture with delayed healing","Unspecified physeal fracture of right metatarsal, 7thG","Unspecified physeal fracture of right metatarsal, 7thG"
2019,S99101K,S99.101K,true,"Unspecified physeal fracture of right  metatarsal, subsequent encounter for fracture with nonunion","Unspecified physeal fracture of right metatarsal, subsequent encounter for fracture with nonunion","Unspecified physeal fracture of right metatarsal, 7thK","Unspecified physeal fracture of right metatarsal, 7thK"
2019,S99101P,S99.101P,true,"Unspecified physeal fracture of right  metatarsal, subsequent encounter for fracture with malunion","Unspecified physeal fracture of right metatarsal, subsequent encounter for fracture with malunion","Unspecified physeal fracture of right metatarsal, 7thP","Unspecified physeal fracture of right metatarsal, 7thP"
2019,S99101S,S99.101S,true,"Unspecified physeal fracture of right  metatarsal, sequela","Unspecified physeal fracture of right metatarsal, sequela","Unspecified physeal fracture of right  metatarsal, sequela","Unspecified physeal fracture of right metatarsal, sequela"
2019,S99132,S99.132,false,Salter-Harris Type III physeal fracture of left  metatarsal,Salter-Harris Type III physeal fracture of left metatarsal,Salter-Harris Type III physeal fracture of left  metatarsal,Salter-Harris Type III physeal fracture of left metatarsal
2019,S99132A,S99.132A,true,"Salter-Harris Type III physeal fracture of left  metatarsal, initial encounter for closed fracture","Salter-Harris Type III physeal fracture of left metatarsal, initial encounter for closed fracture","Sltr-haris Type III physeal fx left metatarsal, init","Sltr-haris Type III physeal fx left metatarsal, init"
2019,S99132B,S99.132B,true,"Salter-Harris Type III physeal fracture of left  metatarsal, initial encounter for open fracture","Salter-Harris Type III physeal fracture of left metatarsal, initial encounter for open fracture","Sltr-haris Type III physeal fx left metatarsal, 7thB","Sltr-haris Type III physeal fx left metatarsal, 7thB"
2019,S99132D,S99.132D,true,"Salter-Harris Type III physeal fracture of left  metatarsal, subsequent encounter for fracture with routine healing","Salter-Harris Type III physeal fracture of left metatarsal, subsequent encounter for fracture with routine healing","Sltr-haris Type III physeal fx left metatarsal, 7thD","Sltr-haris Type III physeal fx left metatarsal, 7thD"
2019,S99132G,S99.132G,true,"Salter-Harris Type III physeal fracture of left  metatarsal, subsequent encounter for fracture with delayed healing","Salter-Harris Type III physeal fracture of left metatarsal, subsequent encounter for fracture with delayed healing","Sltr-haris Type III physeal fx left metatarsal, 7thG","Sltr-haris Type III physeal fx left metatarsal, 7thG"
2019,S99132K,S99.132K,true,"Salter-Harris Type III physeal fracture of left  metatarsal, subsequent encounter for fracture with nonunion","Salter-Harris Type III physeal fracture of left metatarsal, subsequent encounter for fracture with nonunion","Sltr-haris Type III physeal fx left metatarsal, 7thK","Sltr-haris Type III physeal fx left metatarsal, 7thK"
2019,S99132P,S99.132P,true,"Salter-Harris Type III physeal fracture of left  metatarsal, subsequent encounter for fracture with malunion","Salter-Harris Type III physeal fracture of left metatarsal, subsequent encounter for fracture with malunion","Sltr-haris Type III physeal fx left metatarsal, 7thP","Sltr-haris Type III physeal fx left metatarsal, 7thP"
2019,S99132S,S99.132S,true,"Salter-Harris Type III physeal fracture of left  metatarsal, sequela","Salter-Harris Type III physeal fracture of left metatarsal, sequela","Sltr-haris Type III physeal fx left metatarsal, sequela","Sltr-haris Type III physeal fx left metatarsal, sequela"
2019,T37,T37,false,"Poisoning by, adverse effect of and underdosing of other systemic anti- infectives and antiparasitics","Poisoning by, adverse effect of and underdosing of other systemic anti-infectives and antiparasitics",Systemic anti- infectives and antiparasitics,Other systemic anti-infectives and antiparasitics
2019,T464X,T46.4X,false,"Poisoning by, adverse effect of and underdosing of  angiotensin-converting-enzyme inhibitors","Poisoning by, adverse effect of and underdosing of angiotensin-converting-enzyme inhibitors",angiotensin-converting-enzyme inhibitors,Angiotensin-converting-enzyme inhibitors
2019,T50A2,T50.A2,false,"Poisoning by, adverse effect of and underdosing of  mixed bacterial vaccines without a pertussis component","Poisoning by, adverse effect of and underdosing of mixed bacterial vaccines without a pertussis component",mixed bacterial vaccines w/o a pertussis component,Mixed bacterial vaccines without a pertussis component
2019,T8111,T81.11,false,Postprocedural  cardiogenic shock,Postprocedural cardiogenic shock,Postprocedural  cardiogenic shock,Postprocedural cardiogenic shock
2019,T8111XA,T81.11XA,true,"Postprocedural  cardiogenic shock, initial encounter","Postprocedural cardiogenic shock, initial encounter","Postprocedural  cardiogenic shock, initial encounter","Postprocedural cardiogenic shock, initial encounter"
2019,T8111XD,T81.11XD,true,"Postprocedural  cardiogenic shock, subsequent encounter","Postprocedural cardiogenic shock, subsequent encounter","Postprocedural  cardiogenic shock, subsequent encounter","Postprocedural cardiogenic shock, subsequent encounter"
2019,T8111XS,T81.11XS,true,"Postprocedural  cardiogenic shock, sequela","Postprocedural cardiogenic shock, sequela","Postprocedural  cardiogenic shock, sequela","Postprocedural cardiogenic shock, sequela"
2019,V0082,V00.82,false,Accident with babystroller,Accident with baby stroller,Accident with babystroller,Accident with baby stroller
2019,V00821,V00.821,false,Fall from babystroller,Fall from baby stroller,Fall from babystroller,Fall from baby stroller
2019,V00821A,V00.821A,true,"Fall from babystroller, initial encounter","Fall from baby stroller, initial encounter","Fall from babystroller, initial encounter","Fall from baby stroller, initial encounter"
2019,V00821D,V00.821D,true,"Fall from babystroller, subsequent encounter","Fall from baby stroller, subsequent encounter","Fall from babystroller, subsequent encounter","Fall from baby stroller, subsequent encounter"
2019,V00821S,V00.821S,true,"Fall from babystroller, sequela","Fall from baby stroller, sequela","Fall from babystroller, sequela","Fall from baby stroller, sequela"
2019,V00822,V00.822,false,Babystroller colliding with stationary object,Baby stroller colliding with stationary object,Babystroller colliding with stationary object,Baby stroller colliding with stationary object
2019,V00822A,V00.822A,true,"Babystroller colliding with stationary object, initial encounter","Baby stroller colliding with stationary object, initial encounter","Babystroller colliding with stationary object, init encntr","Baby stroller colliding with stationary object, init"
2019,V00822D,V00.822D,true,"Babystroller colliding with stationary object, subsequent encounter","Baby stroller colliding with stationary object, subsequent encounter","Babystroller colliding with stationary object, subs encntr","Baby stroller colliding with stationary object, subs"
2019,V00822S,V00.822S,true,"Babystroller colliding with stationary object, sequela","Baby stroller colliding with stationary object, sequela","Babystroller colliding with stationary object, sequela","Baby stroller colliding with stationary object, sequela"
2019,V00828,V00.828,false,Other accident with babystroller,Other accident with baby stroller,Other accident with babystroller,Other accident with baby stroller
2019,V00828A,V00.828A,true,"Other accident with babystroller, initial encounter","Other accident with baby stroller, initial encounter","Other accident with babystroller, initial encounter","Other accident with baby stroller, initial encounter"
2019,V00828D,V00.828D,true,"Other accident with babystroller, subsequent encounter","Other accident with baby stroller, subsequent encounter","Other accident with babystroller, subsequent encounter","Other accident with baby stroller, subsequent encounter"
2019,V00828S,V00.828S,true,"Other accident with babystroller, sequela","Other accident with baby stroller, sequela","Other accident with babystroller, sequela","Other accident with baby stroller, sequela"
2019,Y92000,Y92.000,true,Kitchen of unspecified non-institutional (private) residence as  the place of occurrence of the external cause,Kitchen of unspecified non-institutional (private) residence as the place of occurrence of the external cause,Kitchen of unsp non-institut (private) residence as place,Kitchen of unsp non-institut (private) residence as place
2019,Y9323,Y93.23,true,"Activity, snow (alpine) (downhill) skiing, snow boarding, sledding, tobogganing and snow tubing","Activity, snow (alpine) (downhill) skiing, snowboarding, sledding, tobogganing and snow tubing","Actvty,snow (alp/dwnhl) ski, snow brd, sled, tobogn & tubing","Actvty,snow (alp/dwnhl) ski,snowboard,sled,tobogn & tubing"
2019,Z4003,Z40.03,true,Encounter for prophylactic removal of fallopian tube(s ),Encounter for prophylactic removal of fallopian tube(s),Encounter for prophylactic removal of fallopian tube(s ),Encounter for prophylactic removal of fallopian tube(s)
2019,Z6843,Z68.43,true,"Body mass index (BMI) 50-59.9 , adult","Body mass index (BMI) 50-59.9, adult","Body mass index (BMI) 50-59.9 , adult","Body mass index (BMI) 50-59.9, adult"
2019,Z77123,Z77.123,true,Contact with and (suspected) exposure to radon and other naturally occuring radiation,Contact with and (suspected) exposure to radon and other naturally occurring radiation,Cntct w & expsr to radon & oth naturally occuring radiation,Cntct w & expsr to radon and other naturally occur radiation
2019,Z772,Z77.2,false,Contact with and (suspected ) exposure to other hazardous substances,Contact with and (suspected) exposure to other hazardous substances,Contact w and (suspected ) exposure to oth hazardous substnc,Contact with and exposure to other hazardous substances
2019,Z7729,Z77.29,true,Contact with and (suspected ) exposure to other hazardous substances,Contact with and (suspected) exposure to other hazardous substances,Contact w and (suspected ) exposure to oth hazardous substnc,Contact with and exposure to other hazardous substances
2020,B9621,B96.21,true,Shiga toxin-producing Escherichia coli [E. coli] (STEC) O157 as the cause of diseases classified elsewhere,Shiga toxin-producing Escherichia coli [E. coli] [STEC] O157 as the cause of diseases classified elsewhere,Shiga toxin E coli (STEC) O157 causing dis classd elswhr,Shig tox E coli [STEC] O157 causing diseases classd elswhr
2020,B9622,B96.22,true,Other specified Shiga toxin-producing Escherichia coli [E. coli] (STEC) as the cause of diseases classified elsewhere,Other specified Shiga toxin-producing Escherichia coli [E. coli] [STEC] as the cause of diseases classified elsewhere,Oth shiga toxin E coli (STEC) causing diseases classd elswhr,Oth shiga toxin E coli [STEC] causing diseases classd elswhr
2020,B9623,B96.23,true,Unspecified Shiga toxin-producing Escherichia coli [E. coli] (STEC) as the cause of diseases classified elsewhere,Unspecified Shiga toxin-producing Escherichia coli [E. coli] [STEC] as the cause of diseases classified elsewhere,Unsp shiga toxin E coli (STEC) causing dis classd elswhr,Unsp shig tox E coli [STEC] causing diseases classd elswhr
2020,G43A0,G43.A0,true,"Cyclical vomiting, not intractable","Cyclical vomiting, in migraine, not intractable","Cyclical vomiting, not intractable","Cyclical vomiting, in migraine, not intractable"
2020,G43A1,G43.A1,true,"Cyclical vomiting, intractable","Cyclical vomiting, in migraine, intractable","Cyclical vomiting, intractable","Cyclical vomiting, in migraine, intractable"
2020,I70238,I70.238,true,Atherosclerosis of native arteries of right leg with ulceration of other part of lower right leg,Atherosclerosis of native arteries of right leg with ulceration of other part of lower leg,Athscl natv art of right leg w ulcer oth prt lower right leg,Athscl native art of right leg with ulcer oth prt low leg
2020,I70248,I70.248,true,Atherosclerosis of native arteries of left leg with ulceration of other part of lower left leg,Atherosclerosis of native arteries of left leg with ulceration of other part of lower leg,Athscl native art of left leg w ulcer oth prt lower left leg,Athscl native art of left leg with ulcer oth prt low leg
2020,J440,J44.0,true,Chronic obstructive pulmonary disease with acute lower respiratory infection,Chronic obstructive pulmonary disease with (acute) lower respiratory infection,Chronic obstructive pulmon disease w acute lower resp infct,Chr obstructive pulmon disease with (acute) lower resp infct
2020,M50120,M50.120,true,"Mid-cervical disc disorder, unspecified","Mid-cervical disc disorder, unspecified level","Mid-cervical disc disorder, unspecified","Mid-cervical disc disorder, unspecified level"
2020,M6688,M66.88,true,"Spontaneous rupture of other tendons, other","Spontaneous rupture of other tendons, other sites","Spontaneous rupture of other tendons, other","Spontaneous rupture of other tendons, other sites"
2020,M67839,M67.839,true,"Other specified disorders of synovium and tendon, unspecified forearm","Other specified disorders of synovium and tendon, unspecified wrist","Oth disrd of synovium and tendon, unspecified forearm","Oth disrd of synovium and tendon, unspecified wrist"
2020,M775,M77.5,false,Other enthesopathy of foot,Other enthesopathy of foot and ankle,Other enthesopathy of foot,Other enthesopathy of foot and ankle
2020,M7750,M77.50,true,Other enthesopathy of unspecified foot,Other enthesopathy of unspecified foot and ankle,Other enthesopathy of unspecified foot,Other enthesopathy of unspecified foot and ankle
2020,M7751,M77.51,true,Other enthesopathy of right foot,Other enthesopathy of right foot and ankle,Other enthesopathy of right foot,Other enthesopathy of right foot and ankle
2020,M7752,M77.52,true,Other enthesopathy of left foot,Other enthesopathy of left foot and ankle,Other enthesopathy of left foot,Other enthesopathy of left foot and ankle
2020,N35814,N35.814,true,"Other anterior urethral stricture, male, anterior","Other anterior urethral stricture, male","Other anterior urethral stricture, male, anterior","Other anterior urethral stricture, male"
2020,Q796,Q79.6,false,Ehlers-Danlos syndrome,Ehlers-Danlos syndromes,Ehlers-Danlos syndrome,Ehlers-Danlos syndromes
2020,R82993,R82.993,true,Hyperuricoscuria,Hyperuricosuria,Hyperuricoscuria,Hyperuricosuria
2020,T40906,T40.906,false,Underdosing of unspecified psychodysleptics,Underdosing of unspecified psychodysleptics [hallucinogens],Underdosing of unspecified psychodysleptics,Underdosing of unspecified psychodysleptics [hallucinogens]
2020,T40906A,T40.906A,true,"Underdosing of unspecified psychodysleptics, initial encounter","Underdosing of unspecified psychodysleptics [hallucinogens], initial encounter","Underdosing of unspecified psychodysleptics, init encntr","Underdosing of unspecified psychodysleptics, init"
2020,T40906D,T40.906D,true,"Underdosing of unspecified psychodysleptics, subsequent encounter","Underdosing of unspecified psychodysleptics [hallucinogens], subsequent encounter","Underdosing of unspecified psychodysleptics, subs encntr","Underdosing of unspecified psychodysleptics, subs"
2020,T40906S,T40.906S,true,"Underdosing of unspecified psychodysleptics, sequela","Underdosing of unspecified psychodysleptics [hallucinogens], sequela","Underdosing of unspecified psychodysleptics, sequela","Underdosing of unspecified psychodysleptics, sequela"
2020,T40996,T40.996,false,Underdosing of other psychodysleptics,Underdosing of other psychodysleptics [hallucinogens],Underdosing of other psychodysleptics,Underdosing of other psychodysleptics [hallucinogens]
2020,T40996A,T40.996A,true,"Underdosing of other psychodysleptics, initial encounter","Underdosing of other psychodysleptics [hallucinogens], initial encounter","Underdosing of other psychodysleptics, initial encounter","Underdosing of other psychodysleptics, initial encounter"
2020,T40996D,T40.996D,true,"Underdosing of other psychodysleptics, subsequent encounter","Underdosing of other psychodysleptics [hallucinogens], subsequent encounter","Underdosing of other psychodysleptics, subsequent encounter","Underdosing of other psychodysleptics, subsequent encounter"
2020,T40996S,T40.996S,true,"Underdosing of other psychodysleptics, sequela","Underdosing of other psychodysleptics [hallucinogens], sequela","Underdosing of other psychodysleptics, sequela","Underdosing of other psychodysleptics, sequela"
2020,T441X6,T44.1X6,false,Underdosing of other parasympathomimetics,Underdosing of other parasympathomimetics [cholinergics],Underdosing of other parasympathomimetics,Underdosing of other parasympathomimetics [cholinergics]
2020,T441X6A,T44.1X6A,true,"Underdosing of other parasympathomimetics, initial encounter","Underdosing of other parasympathomimetics [cholinergics], initial encounter","Underdosing of other parasympathomimetics, initial encounter","Underdosing of other parasympathomimetics, initial encounter"
2020,T441X6D,T44.1X6D,true,"Underdosing of other parasympathomimetics, subsequent encounter","Underdosing of other parasympathomimetics [cholinergics], subsequent encounter","Underdosing of other parasympathomimetics, subs encntr","Underdosing of other parasympath, subsequent encounter"
2020,T441X6S,T44.1X6S,true,"Underdosing of other parasympathomimetics, sequela","Underdosing of other parasympathomimetics [cholinergics], sequela","Underdosing of other parasympathomimetics, sequela","Underdosing of other parasympathomimetics, sequela"
2020,V4313,V43.13,false,Car passenger injured in collision with pick-up in nontraffic accident,Car passenger injured in collision with pick-up truck in nontraffic accident,Car passenger injured in collision w pick-up nontraf,Car passenger injured in clsn with pick-up truck nontraf
2020,V4313XA,V43.13XA,true,"Car passenger injured in collision with pick-up in nontraffic accident, initial encounter","Car passenger injured in collision with pick-up truck in nontraffic accident, initial encounter","Car passenger injured in collision w pick-up nontraf, init","Car pasngr injured in clsn with pick-up truck nontraf, init"
2020,V4313XD,V43.13XD,true,"Car passenger injured in collision with pick-up in nontraffic accident, subsequent encounter","Car passenger injured in collision with pick-up truck in nontraffic accident, subsequent encounter","Car passenger injured in collision w pick-up nontraf, subs","Car pasngr injured in clsn with pick-up truck nontraf, subs"
2020,V4313XS,V43.13XS,true,"Car passenger injured in collision with pick-up in nontraffic accident, sequela","Car passenger injured in collision with pick-up truck in nontraffic accident, sequela","Car passenger injured in clsn w pick-up nontraf, sequela","Car pasngr inj in clsn with pick-up truck nontraf, sequela"
2020,Z4542,Z45.42,true,Encounter for adjustment and management of neuropacemaker (brain) (peripheral nerve) (spinal cord),Encounter for adjustment and management of neurostimulator,Encounter for adjust and mgmt of neuropacemaker (brain),Encounter for adjustment and management of neurostimulator
2020,Z6843,Z68.43,true,"Body mass index (BMI) 50-59.9, adult","Body mass index (BMI) 50.0-59.9, adult","Body mass index (BMI) 50-59.9, adult","Body mass index (BMI) 50.0-59.9, adult"
2021,D5741,D57.41,false,Sickle-cell thalassemia with crisis,"Sickle-cell thalassemia, unspecified, with crisis",Sickle-cell thalassemia with crisis,"Sickle-cell thalassemia, unspecified, with crisis"
2021,D57411,D57.411,true,Sickle-cell thalassemia with acute chest syndrome,"Sickle-cell thalassemia, unspecified, with acute chest syndrome",Sickle-cell thalassemia with acute chest syndrome,"Sickle-cell thalassemia, unsp, with acute chest syndrome"
2021,D57412,D57.412,true,Sickle-cell thalassemia with splenic sequestration,"Sickle-cell thalassemia, unspecified, with splenic sequestration",Sickle-cell thalassemia with splenic sequestration,"Sickle-cell thalassemia, unsp, with splenic sequestration"
2021,D57419,D57.419,true,"Sickle-cell thalassemia with crisis, unspecified","Sickle-cell thalassemia, unspecified, with crisis","Sickle-cell thalassemia with crisis, unspecified","Sickle-cell thalassemia, unspecified, with crisis"
2021,H5581,H55.81,true,Saccadic eye movements,Deficient saccadic eye movements,Saccadic eye movements,Deficient saccadic eye movements
2021,M9250,M92.50,false,"Juvenile osteochondrosis of tibia and fibula, unspecified leg",Unspecified juvenile osteochondrosis of tibia and fibula,"Juvenile osteochondrosis of tibia and fibula, unsp leg",Unspecified juvenile osteochondrosis of tibia and fibula
